study_arm,TrialID,url,Scientific_title,Conditions,Date_enrollment_format,control_arm,randomisation,blinding,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,Bridging_flag,Study_design,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
im,ACTRN12616001475437,https://anzctr.org.au/ACTRN12616001475437.aspx,"An Healthy Volunteer, Open-Label, Cross-Over Phase I Study to Determine the Safety, Tolerability and Pharmacokinetics of a Single Oral Dose of AWP-09VDB-S under Fed and Fasted Conditions",the treatment and prophylaxis of influenza; <br>the treatment and prophylaxis of influenza;Infection - Other infectious diseases,2016-10-18,Yes,Yes,No,No,No,No,No,No,No,ANZCTR,Phase 1,No,No,No,No,No,Yes,NA,Treatment,industry,14,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Open (masking not used);Assignment: Crossover;Type of endpoint: Safety;,FALSE,2016-10-24,Phase 1,Ala Wai Phase 1 safety and tolerability study with 14 healthy participants,Australia,Clinical Network Services Pty Ltd,"New formulation of zanamivir, AWP-09VDB-S, to be administered in a gastric resistant capsule.<br>Participants will receive two doses in total.  Each dose is 2 x capsules of 150mg (300mg total) in feed and fasted state.  4-13 days washout between period 1 and 2<br>Compliance check of the mouth and hand at administration.<br><br>FED Cohort: Participants in the fed period will be dosed following a high–fat, high-calorie breakfast. These participants will be required to fast overnight for at least 10 hours until 30 minutes prior to their scheduled dosing times, when they will be given a standard high-fat, high calorie breakfast which will be entirely consumed within 30 minutes. The breakfast will consist of two eggs fried in butter, two strips of bacon, two slices of toast with butter, four ounces of hash brown potatoes (1 serving or approximately 114 gm) and 240 mL of whole milk. Participants will fast for at least 4 hours following dosing.  IP will be administered with 240 mil of water.  No food is allowed for at least 4 hours post-dose. Water can be consumed as desired except for one hour after drug administration.<br>FASTED Cohort Participants : Following an overnight fast of at least 10 hours, participants will be administered IP with 240 mL of water. No food is allowed for at least 4 hours post-dose. Water can be consumed as desired except for one hour before and after drug administration."
im,ACTRN12616000046404,https://anzctr.org.au/ACTRN12616000046404.aspx,"A multi-centre double-blind randomised controlled trial to determine if a longer duration of amoxicillin-clavulanic acid (compared to shorter duration) improves the short and long term clinical outcomes of children hospitalised with community-acquired pneumonia, in Indigenous children and a developing country",Pneumonia in children; <br>Pneumonia in children;Respiratory - Other respiratory disorders / diseases;Infection - Studies of infection and infectious agents;Public Health - Other public health,2016-05-30,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 4,No,No,No,Yes,No,Yes,Yes,Treatment,non_industry,314,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2016-01-19,Phase 4,An intervention study to determine if a longer duration of antibiotics (compared to shorter duration) improves the short and long term clinical outcomes of children hospitalised for pneumonia,Australia;Malaysia;Malaysia;Malaysia;New Zealand;Malaysia,Menzies School of Health Research,"All participants will have received 24-72 hours of intravenous site specific antibiotics,  followed by 3 days of oral amoxicillin-clavunate acid, prescribed by site hospitals. Participants will then receive active or placebo treatment for an additional 8 days as below.<br><br>Active arm: 8 days of oral amoxcillin-clavulanate 400/57 duo formulation (70-90mg/kg/day, twice daily dosing; max 980mg per day)<br><br>Placebo arm: 8 days of oral placebo (equivalent volume as the active arm)<br><br>Treatment dose (range) is determined by local site hospital treatment protocols. Parents will keep a medication diary and/or receive phone calls to monitor adherence to intervention medication. Where possible, we will also collect empty medication bottles at the 4 week clinical review.<br>"
im,ACTRN12619000792123,https://anzctr.org.au/ACTRN12619000792123.aspx,"A Phase IIIb-IV, Multicentre, Randomised, Open-label Study to Characterise the Reactogenicity of Afluria Quad Junior in Children 6 Months to Less Than 3 Years, and Afluria Quad in Children 3 Years to Less Than 9 Years Across Three Influenza Seasons","Influenza, Humans; <br>Influenza, Humans;Infection - Other infectious diseases;Public Health - Other public health",2019-05-22,Yes,Yes,No,No,No,No,No,No,No,ANZCTR,Phase 4,No,No,No,No,No,Yes,Yes,Prevention,industry,1800,Yes,NA,NA,FALSE,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Open (masking not used);Type of endpoint: Safety;,FALSE,2019-05-29,Phase 3 / Phase 4,Reactogenicity Study of Afluria Quad/Afluria Quad Junior in Children,Australia;New Zealand,Seqirus,"Afluria Quad/Afluria Quad Junior<br><br>Afluria Quad/Afluria Quad Junior is an inactivated, split-virion, thimerosal-free, quadrivalent influenza vaccine, administered as either one or two intramuscular dose(s) depending on their previous history of influenza virus vaccination according to age appropriate national vaccine administration recommendations outlined in the Australian or New Zealand Immunisation Handbooks. Participants with previous history of influenza virus vaccination will receive 1 dose; and participants 6 months to <9 years receiving an influenza vaccine for the first time will receive 2 doses. <br><br>In each vaccination season, participants 6 months to less than 3 years will be randomly<br>administered one of three manufacturing batches of Afluria Quad Junior, and participants 3 years to less than 9 years will be randomly administered one of three manufacturing batches of Afluria Quad vaccine. Participants will receive the following dose depending upon their age at the time of administration of the first dose of Study Vaccine:<br> - 6 months to less than 3 years of age: 1 or 2 doses of 7.5 mcg hemagglutinin antigen<br> - 3 years to less than 9 years of age: 1 or 2 doses of 15 mcg hemagglutinin antigen<br><br><br>"
im,ACTRN12619000617167,https://anzctr.org.au/ACTRN12619000617167.aspx,A randomised trial to compare level of protection afforded by two different influenza vaccination strategies in patients following autologous haematopoietic stem cell transplantation,autologous haematopoietic stem cell transplantation (autoHSCT);influenza;myeloma;lymphoma; <br>autologous haematopoietic stem cell transplantation (autoHSCT) <br>influenza <br>myeloma <br>lymphoma;Cancer - Myeloma;Infection - Other infectious diseases;Cancer - Lymphoma (non Hodgkin's lymphoma) - High grade lymphoma,2019-05-06,Yes,Yes,No,No,No,No,No,No,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,NA,Prevention,non_industry,70,Yes,NA,NA,FALSE,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Open (masking not used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2019-04-26,Phase 2 / Phase 3,Stem cell transplant influenza vaccination strategies,Australia,Peter MacCullum Cancer Institute,"Influenza vaccination (intramuscular injections) comparing a new two dose strategy using the trivalent high dose influenza vaccine (HD) followed by a second dose of quadrivalent standard dose (SD) influenza vaccine one month later (HD-SD, Arm 1) and the current standard two dose strategy of quadrivalent influenza vaccine one month apart (SD-SD, Arm 2). Each dose is a 0.5 mL intramuscular injection into the deltoid muscle. Annual seasonal influenza vaccination is currently recommended for patients following autoHSCT within 12 months of tranpslant. At Peter MacCallum Cancer Centre (PMCC), patients commence a program of re-vaccination at 6 months post-autoHSCT. This includes two doses of seasonal influenza vaccine (separated by 4 weeks) if they have not received this by 6 months post-transplant. Quadrivalent standard dose vaccine (FluQuadri) contains 60 micrograms (µg) haemagglutinin (HA) per 0.5 mL dose in the recommended ratio of 15 µg HA of each of the four influenza strains. Trivalent high dose vaccine (Fluzone-HD) contains 180 micrograms (µg) haemagglutinin (HA) per 0.5mL dose in the recommended ration of 60(µg) HA of each of the three influenza strains.<br>Throughout the study, patients will be sent a weekly short message service (SMS) asking whether they have experienced an ILI (fever with at least one acute respiratory symptom or sign) in the previous 7 days. Patients will also receive SMS reminders about any follow-up appointments. The use of SMS reminders has been shown to improve retention in research studies. The SMS reminder will include their appointment time and the location. Patients failing to attend their appointment will be contacted by phone to reschedule the appointment."
im,ACTRN12618000260224,https://anzctr.org.au/ACTRN12618000260224.aspx,Prospective Study to evaluate the safety and measure efficacy of anti-Chlamydophila antibiotic combination (ACAC) therapy in the treatment of patients with Coronary Heart Disease (CHD),Coronary Heart Disease;Chlamydophila pneumoniae infection; <br>Coronary Heart Disease <br>Chlamydophila pneumoniae infection;Cardiovascular - Coronary heart disease;Infection - Other infectious diseases,2018-04-12,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,NA,Treatment,non_industry,60,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2018-02-19,Phase 2,Anti-chlamydophila antibiotic combination therapy in the treatment of patients with Coronary Heart Disease,Australia,Centre for Digestive Diseases,"Anti-Chlamydaphila antibiotic combination: Doxycycline, Azithromycin & Rifabutin<br>Dose: 50mg  Doxycycline, 250mg Azithromycin & 150mg Rifabutin (3 separate capsules) daily (days 1 to 7), 50mg  Doxycycline, 250mg Azithromycin & 150mg Rifabutin (3 separate capsules) twice daily (days 8 to 90).<br>Duration: 90 days<br>Mode: oral capsules"
im,ACTRN12617000322336,https://anzctr.org.au/ACTRN12617000322336.aspx,Multicentre Randomised Controlled Trial of Surfactant Plus Budesonide to Improve Survival Free of Bronchopulmonary Dysplasia in Extremely Preterm Infants,Bronchopulmonary dysplasia;Extremely preterm birth;Respiratory distress syndrome; <br>Bronchopulmonary dysplasia <br>Extremely preterm birth <br>Respiratory distress syndrome;Reproductive Health and Childbirth - Complications of newborn;Respiratory - Other respiratory disorders / diseases,2018-01-04,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 3,No,Yes,No,Yes,No,Yes,Yes,Treatment,non_industry,1060,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2017-02-28,Phase 3,Preventing Chronic Lung Disease in Extremely Preterm Infants Using Surfactant + Steroid,Australia;New Zealand;Canada;Singapore,The Melbourne Children's Trial Centre,"Infants randomised to the intervention will receive budesonide 0.25 mg/kg (0.5 mL/kg). Exogenous surfactant (Curosurf [trademark], Chiesi Farmaceutici, Parma, Italy) will be used as a carrying vehicle for the budesonide. The dose of surfactant will be 200 mg/kg for the initial dose, and 100 mg/kg for subsequent doses (if required). Each enrolled infant will receive at least one, and no more than two, interventions. The intervention will be administered intra-tracheally via an endotracheal tube or catheter, by a medical officer or appropriately credentialed neonatal nurse."
im,ACTRN12617000626369,https://anzctr.org.au/ACTRN12617000626369.aspx,Description of lactate kinetics in ICU patients using a bolus injection of 13C-labeled lactate - an experimental open-label non-randomized clinical trial,Mixed Intensive Care Unit patients with single or multiple organ failure; <br>Mixed Intensive Care Unit patients with single or multiple organ failure;Metabolic and Endocrine - Other metabolic disorders,2017-05-22,No,No,No,No,No,No,No,No,Yes,ANZCTR,Unreported,No,No,No,No,Yes,No,NA,Other,non_industry,20,NA,NA,NA,FALSE,Purpose: Diagnosis; Allocation: Non-randomised trial; Masking: Open (masking not used);Assignment: Single group;Type of endpoint: Pharmacokinetics;,FALSE,2017-05-01,Not Applicable,Production and utilization of lactate in an intensive care patient population,Sweden,Karolinska University Hospital,"Each ICU patient will receive a single bolus dose of 13C-labeled lactate (2.7mg/kg body weight). Existing arterial and venous lines will be used. Blood samples will be drawn at t=0 and then every two minutes during the first hour and every fifth minute for the second hour (t=2,4,6...56,58,60,65,70...110,115,120)"
covid,ACTRN12620001048976,https://anzctr.org.au/ACTRN12620001048976.aspx,"A Phase 1 Open-Label, Parallel-Group, Single-Dose Study to
Evaluate the Pharmacokinetics of Remdesivir and Metabolites in
Participants with Normal Renal Function and Renal Impairment",COVID-19; <br>COVID-19;Respiratory - Other respiratory disorders / diseases;Infection - Other infectious diseases,2020-11-02,Yes,No,No,No,No,No,No,No,Yes,ANZCTR,Phase 1,No,Yes,Yes,No,Yes,Yes,Yes,Treatment,industry,80,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Non-randomised trial; Type of endpoint: Pharmacokinetics;,FALSE,2020-10-15,Phase 1,"A Phase 1 Open-Label, Parallel-Group, Single-Dose Study to
Evaluate the Pharmacokinetics of Remdesivir and Metabolites in
Participants with Normal Renal Function and Renal Impairment",New Zealand;Germany;United States of America;Puerto Rico,Gilead Sciences Inc,"Participants in all cohorts (impaired renal function and matched normal renal function) will receive a single dose of 100 mg Remdesivir on Day 1 in the morning, IV infusion for 30 minutes ± 5 minutes. The participants will be supervised by a health care professional during the infusion and will be confined to the clinic for up to 11 days."
covid,ACTRN12620000676910,https://anzctr.org.au/ACTRN12620000676910.aspx,"Allogeneic Amniotic Epithelial Cells for the Treatment of COVID-19 related respiratory failure, a pilot feasibility randomised controlled trial",COVID-19 related respiratory failure; <br>COVID-19 related respiratory failure;Respiratory - Other respiratory disorders / diseases;Infection - Other infectious diseases,2020-06-29,Yes,Yes,Unreported,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,NA,Treatment,NA,40,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Type of endpoint: Safety/efficacy;,FALSE,2020-06-15,Phase 1 / Phase 2,Amnion cells for COVID-19 related respiratory failure,Australia,Monash Health,8 million amniotic epithelial cells (hAECs) per kg bodyweight in saline containing 2% human serum albumin will be delivered intravenously over the course of an hour by a nurse under the supervision of an ICU consultant.
covid,ACTRN12620000817943,https://anzctr.org.au/ACTRN12620000817943.aspx,"A randomized, observer-blind, placebo-controlled, Phase I/II study to evaluate the safety, reactogenicity and immunogenicity of Receptor Binding Domain (RBD) SARS-CoV-2 (COVID-19) Hepatitis B surface antigen (HBsAg) virus like particle (VLP) Vaccine in Healthy Adults",SARS-CoV-2;COVID-19; <br>SARS-CoV-2 <br>COVID-19;Infection - Other infectious diseases;Respiratory - Other respiratory disorders / diseases,2020-08-22,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,Yes,Treatment,industry,280,Yes,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);,FALSE,2020-08-14,Phase 1 / Phase 2,"A Phase 1/2 randomized, placebo-controlled, multi-centre study to evaluate the safety and immunogenicity of COVID-19 Vaccine in Healthy Adults",Australia,Accelagen Pty Ltd,"RBD SARS-CoV-2 HBsAg VLP Vaccine, administered at two dose amounts, 5mcg and 25 mcg, by intramuscular injection by Investigators (or delegate) during in-clinic visit. Phase 1 will include three cohorts, to receive either 5mcg dose on Day 0 and 28; 25mcg dose on Days 0 and 28 or placebo on Day 0 and 28. <br><br>Phase 2 will evaluate both dose amounts either as single dose (given at day 0, with placebo at Day 28) or two doses (at Days 0 and 28). Participants will be randomised into one of 5 cohorts. These are 1) 5mcg dose administered on Days 0 and 28; 2) 25mcg dose administered on Days 0 and 28; 3) 5mcg dose administered on Days 0 and placebo on Day 28; 4) 25mcg dose administered on Days 0 and placebo on Day 28, or 5) placebo on day 0 and 28.<br><br>Phase 2 will commence following DSMB review of safety data from Phase 1.<br><br>Two groups of participants will be enrolled. Phase 1 will include a group of healthy adults aged 18-45. Phase 2 will include a separate group of healthy adults aged 18 - 79 years.<br><br>Participants will return to site at day 7 and 14 from vaccine administration dates to undergo safety assessments and blood sampling for immunogenicity evaluation. Further on site assessments are conducted monthly or bi-monthly for up to 180 days from date of first vaccine administration."
covid,ACTRN12620000841976,https://anzctr.org.au/ACTRN12620000841976.aspx,"COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial; C-SMART study.
Arm 3: Effect of selinexor in cancer patients with moderate COVID-19 infection.",COVID-19;Cancer; <br>COVID-19 <br>Cancer;Infection - Other infectious diseases;Cancer - Any cancer;Respiratory - Other respiratory disorders / diseases,2020-09-01,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,NA,Treatment,non_industry,126,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2020-08-26,Phase 3,"C-SMART.
COVID-19 Prevention and Treatment in Cancer. 
Arm 3: treatment among cancer patients with moderate COVID-19 infection.",Australia,Peter MacCallum Cancer Centre,"ARM 3 - Moderate COVID-19 infection<br>Drug: Selinexor<br>Dose: 20mg 3x weekly<br>Duration: 14 days<br>Mode: oral - self administered tablet<br>adherence: supervised administration while inpatient. self reported.<br><br>Description of study design:<br>This SMART design specifies that participants entering the trial who have had no known COVID-19 exposure are initially randomised to either low-dose intranasal IFN-a or placebo as pre-exposure prophylaxis against developing COVID-19. Any participants who have a known COVID-19 exposure are randomised to high-dose IFN-a or placebo as a post-exposure prophylaxis against developing COVID-19. If, at any stage after enrolling, a participant develops ‘moderate’ COVID-19, then they are then randomised to either selinexor or placebo, and if at any stage after enrolling the participant develops ‘severe’ COVID-19 they are then randomised to either lenzilumab or placebo.<br>Importantly, participants enrolling into the trial can directly enter any of the four interventions if they meet the appropriate entry criteria."
covid,ACTRN12620000982910,https://anzctr.org.au/ACTRN12620000982910.aspx,"A randomized double-blind placebo-controlled trial of oral ivermectin outpatient treatment, to prevent hospitalisation, of those at high risk for hospitalization due to SARS-CoV-2 (COVID-19)","SARS-CoV-2 (COVID-19),; <br>SARS-CoV-2 (COVID-19),;Infection - Other infectious diseases;Respiratory - Other respiratory disorders / diseases",2020-10-05,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,NA,Treatment,NA,400,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial;,FALSE,2020-09-30,Phase 3,A randomized double-blind placebo-controlled trial of oral ivermectin for outpatient treatment of those at high risk for hospitalization due to COVID-19,Australia,Neuroscience Trials Australia,The investigational product ivermectin will be administered at a dose of 200µg/kg on day 1. For participants who report at day 7 follow-up that their condition has not definitely improved a second dose may be dispensed.  <br>Mode of administration is oral tablet. Drug accountability will be performed by the dispensing pharmacy.<br>Participants' will be in isolation and provide a self-report to determine if a second dose will be dispensed. The second dose will also be 200µg/kg.
covid,ACTRN12620000731998,https://anzctr.org.au/ACTRN12620000731998.aspx,Safety and efficacy of a pharmacological strategy using Losartan in hospital patients with COVID-19,COVID-19; <br>COVID-19;Respiratory - Other respiratory disorders / diseases;Inflammatory and Immune System - Other inflammatory or immune system disorders;Infection - Other infectious diseases,2020-09-01,Yes,Yes,No,No,No,No,No,No,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,NA,Treatment,NA,36,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Open (masking not used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2020-07-13,Phase 1,Will treating the overwhelming patient response with medications affect COVID-19 mortality?,Australia,NSW Health via the Hunter New England Local Health District,"This is a multisite, 3 stage inpatient study of the Angiotensin II Receptor Blocker Losartan for treatment of COVID-19. The three stages will be recruited sequentially. <br><br>In the first stage, 9 participants will be allocated to the active treatment. The first intervention studied will be Losartan 25mg tablet once daily, for 7 days, or their entire admission (whichever is longer).<br><br>Following complete recruitment to the first stage, participants will be allocated to the second stage of the study. In the second stage, 9 participants will start at 25mg Losartan. If hemodynamically stable after 24 hours, they will increase dose to 25mg twice daily for 7 days, or their entire admission (whichever is longer).<br>If not (clinical decision) the participant will stay on 25mg daily for 7 days, or the remainder of for their admission (whichever is longer).<br><br>Following complete recruitment to the first and second stages, participants will be allocated to the third stage of the study. In the third stage, 9 participants will start on 25 mg Losartan daily. If hemodynamically stable after 24 hours, they will increase dose to 25mg twice daily. Then, if hemodynamically stable after further 24 hours, they will increase dose again to 25mg morning and 50mg night. After a further 24 hours, and if the participant is hemodynamically stable, they will increase dose to 50mg twice daily for 7 days, or the remainder of for their admission (whichever is longer).<br><br>For all stages, the dose will be held if the blood pressure systolic reading is less than 100mmHg, and/or a renal function decrease of greater than 30% from baseline is observed, or serum potassium greater than permitted by the institutional upper limit of normal (ULN) occurs. <br><br>Losartan will be restarted at the"
covid,ACTRN12620000816954,https://anzctr.org.au/ACTRN12620000816954.aspx,"A Double-blinded, Randomised, and Placebo-controlled Safety Study of AT-301 Nasal Spray in Healthy Adults",COVID-19; <br>COVID-19;Respiratory - Other respiratory disorders / diseases;Infection - Other infectious diseases,2020-08-17,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,NA,Treatment,industry,32,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial;,FALSE,2020-08-14,Phase 1,"A Double-blinded, Randomised, and Placebo-controlled Safety Study of AT-301 Nasal Spray in Healthy Adults",Australia,Atossa Therapeutics Inc,"Participants will be randomised to one of the four cohorts only.<br><br>AT-301 Nasal Spray<br>Part 1 maximum exposure - 0.4 mL total (single dose)<br>Each spray is metered to 0.1 mL, and a single dose is to be administered in Part 1. <br><br>Part 1 has Cohort 1 and Cohort 2. Participants in Cohort 1 will receive 1 spray per nostril and Participants in Cohort 2 will receive 2 sprays per nostril.<br><br>Participants will receive one or two sprays into each nostril once only.<br>Adherence will be monitored via spray returns.<br><br>Part 2 maximum exposure - 16.8 mL total (over 14 days) <br><br>Each spray is metered to 0.1 mL, and is to be taken 3 times a day. <br><br>Part 2 consists of Cohort 3 and Cohort 4. Participants in Cohort 3 will receive 1 spray per nostril and participants in Cohort 4 will receive 2 sprays per nostril<br><br>Participants will receive one or two sprays per nostril three times a day for 14 days.<br>Adherence will be monitored via spray returns."
covid,ACTRN12620000844943,https://anzctr.org.au/ACTRN12620000844943.aspx,"COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial; C-SMART study
Arm 4: Effect of Lenzilumab in cancer patients with severe COVID-19 infection.
",COVID-19;Cancer; <br>COVID-19 <br>Cancer;Infection - Other infectious diseases;Cancer - Any cancer;Respiratory - Other respiratory disorders / diseases,2020-09-01,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,NA,Treatment,non_industry,72,NA,Yes,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,2020-08-26,Phase 3,"C-SMART.
COVID-19 Prevention and Treatment in Cancer
Arm 4: treatment among cancer patients with severe COVID-19 infection.",Australia,Peter MacCallum Cancer Centre,"ARM 4 - Severe COVID-19 infection<br>Drug: Lenzilumab<br>Dose: 600mg 8 hourly<br>Duration: 24 hours<br>Mode: Intravenous - administered by nurse.<br>adherence: inpatient records<br><br>Description of study design:<br>This SMART design specifies that participants entering the trial who have had no known COVID-19 exposure are initially randomised to either low-dose intranasal IFN-a or placebo as pre-exposure prophylaxis against developing COVID-19. Any participants who have a known COVID-19 exposure are randomised to high-dose IFN-a or placebo as a post-exposure prophylaxis against developing COVID-19. If, at any stage after enrolling, a participant develops ‘moderate’ COVID-19, then they are then randomised to either selinexor or placebo, and if at any stage after enrolling the participant develops ‘severe’ COVID-19 they are then randomised to either lenzilumab or placebo.<br>Importantly, participants enrolling into the trial can directly enter any of the four interventions if they meet the appropriate entry criteria."
covid,ACTRN12620001104943,https://anzctr.org.au/ACTRN12620001104943.aspx,"A Phase 1, Placebo-Controlled, Single Dose, Escalating Dose Study to Determine the Safety and Tolerability of Intranasal REVTx-99 in Healthy Adult Volunteers",SARS-CoV-2 (COVID-19); <br>SARS-CoV-2 (COVID-19);Infection - Other infectious diseases;Respiratory - Other respiratory disorders / diseases,2020-11-12,Yes,Yes,Yes,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,NA,Prevention,industry,32,NA,NA,NA,FALSE,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety;,FALSE,2020-10-26,Phase 1,A Single Dose Study to Determine the Safety and Tolerability of Intranasal REVTx-99 in Healthy Adult Volunteers,Australia,Linear Clinical Research Ltd,"The study consists of 4 cohorts which will be studied sequentially. Participants in each cohort will receive a single dose of either placebo or 5 mcg, 15 mcg, 30 mcg or 50 mcg of REVTx-99 intranasally. Study drug will be administered by a registered nurse."
covid,ACTRN12620000588998,https://anzctr.org.au/ACTRN12620000588998.aspx,The safety and efficacy of STC3141 in patient with COVID-19 ARDS require intensive care,COVID-19 infection; <br>COVID-19 infection;Infection - Other infectious diseases;Respiratory - Other respiratory disorders / diseases,2020-05-29,Yes,Yes,Unreported,Unreported,NA,Unreported,Unreported,Unreported,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,NA,Treatment,industry,160,NA,NA,NA,FALSE,Purpose: Treatment; Allocation: Randomised controlled trial;,FALSE,2020-05-21,Phase 2,The safety and efficacy of STC3141 in patient with COVID-19 Acute Respiratory Distress Syndrome,Australia,Grand Medical Pty Ltd,"This is a two- stage study.<br> Stage 1:  Patients will receive STC3141 60 mg/hr as an initial infusion rate which was based on phase Ia study in health volunteer and 60mg/hr is the dosage in long term infusion in phase Ia without aPTT increase, followed by a dose increase of 10 mg/hr every 6 hours  until the max infusion rate is 100 mg/hr or the aPTT reaches 1.5 x ULN which ever comes first, then the infusion rate will be fixed in the rest of time. The infusion will continue at this rate for 72 hr. <br>Stage 2: Arm 1 will receive STC3141 with the initial infusion rate decided from Stage 1 by DSMB, the dosage will be adjusted every 6 hours according to subjects’ aPTT as same as stage 1. The target aPTT and Maximum dosage will be based on DSMB recommendation based on data from stage 1. The infusion last up to 120 hours, unless the patients is well enough to be discharged from ICU, or pass away or experienced intolerable adverse event etc."
main,ISRCTN15245496,http://isrctn.com/ISRCTN15245496,Spital Emmental Skin and Soft-Tissue Infection Pilot Study,Skin- and soft-tissue Infection (SSTI) <br>Infections and Infestations <br>Skin- and soft-tissue Infection (SSTI),2019-07-15,NA,No,Unreported,Unreported,NA,Unreported,Unreported,Unreported,Yes,ISRCTN,Unreported,No,No,No,No,Yes,No,NA,Treatment,non_industry,100,NA,Yes,NA,FALSE,Prospective non-randomised clinical trial (Treatment),FALSE,2019-07-11,Not Applicable,Use of intravenous and oral antibiotics for the treatment of skin and soft-tissue infection,Switzerland,University of Bern,"<br>                The planned intervention is the switch from intravenous to oral antibiotic treatment after 48 hours, provided that clinical criteria according to a predefined checklist are fulfilled (designated as intervention arm). Hence, there will be an intervention arm” and an observation arm.”<br>                Antibiotics used:<br>"
