study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
im,NCT03872011,https://clinicaltrials.gov/show/NCT03872011,"Initiation of Vitamin C, Thiamine and Hydrocortisone Therapy for Septic Shock in Adults: A Randomized Clinical Trial",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2019-02-19,406,Septic Shock,FALSE,FALSE,2019-03-04,Phase 3,"Vitamin C, Thiamine and Hydrocortisone for the Treatment of Septic Shock",China,Northern Jiangsu Province People's Hospital
main,NCT03876717,https://clinicaltrials.gov/show/NCT03876717,Treatment Effect of Colesevelam for Bile Acid Diarrhoea - a Randomised Placebo-controlled Trial,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 4,No,No,No,No,Yes,No,2019-01-01,140,Bile Acid Malabsorption;Chronic Diarrhea,FALSE,FALSE,2019-01-09,Phase 4,Effect of the Sequestrant Colesevelam in Bile Acid Diarrhoea,Denmark,Lars Kristian Munck
main,NCT03878589,https://clinicaltrials.gov/show/NCT03878589,Mechanisms Underlying Oxytocin's Analgesia in Older Adults,Treatment,NA,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,2019-08-06,210,Knee Osteoarthritis;Osteoarthritis,FALSE,FALSE,2019-03-12,Phase 2/Phase 3,"Understanding Cognition, Oxytocin & Pain in Elders",United States,University of Florida
main,NCT03878771,https://clinicaltrials.gov/show/NCT03878771,Platelet Rich-plasma in Management of Chronic Multiple Oral Ulcers,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 1,Yes,No,No,No,No,No,2019-03-13,804,Oral Ulcer Due to Pemphius Vularis;Oral Ulcer Due to Benign Mucous Membrane Pemphioid;Oral Ulcer Due to Steven Johnson's Syndrome,FALSE,FALSE,2019-03-13,Phase 1,PRF in Management of Chronic Multiple Oral Ulcers,Egypt,Beni-Suef University
main,NCT03880045,https://clinicaltrials.gov/show/NCT03880045,Topical Tranexamic Acid Plus Perivascular Vasopressin to Decrease Bleeding at the Time of Abdominal Myomectomy: A Double-blinded Randomized Placebo-controlled Trial,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Undefined,Yes,No,No,No,No,No,2019-04-01,100,Myoma,FALSE,FALSE,2019-03-15,N/A,Topical Tranexamic Acid Plus Perivascular Vasopressin at the Time of Abdominal Myomectomy,Egypt,Aswan University Hospital
im,NCT03880474,https://clinicaltrials.gov/show/NCT03880474,A Phase 2b Study to Determine the Efficacy of Candidate Influenza Vaccine MVA-NP+M1 in Adults Aged 18 Years and Over,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,No,No,No,No,Yes,2019-03-18,6000,Influenza,FALSE,FALSE,2019-02-21,Phase 2,Efficacy of Candidate Influenza Vaccine MVA-NP+M1 in Adults,Australia,Vaccitech Limited
im,NCT03883113,https://clinicaltrials.gov/show/NCT03883113,Efficacy of MVA-NP+M1 in the Influenza H3N2 Human Challenge Model,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,No,No,No,Yes,No,2019-06-03,145,Influenza,FALSE,FALSE,2019-02-21,Phase 2,Efficacy of MVA-NP+M1 in the Influenza H3N2 Human Challenge Model,Belgium,Vaccitech Limited
main,NCT03883893,https://clinicaltrials.gov/show/NCT03883893,Randomized Prospective Study Investigating the Analgesic Efficacy of Intravenous Acetaminophen in Reducing Post-Tonsillectomy Pain in Pediatric Patients,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,NA,NA,NA,NA,NA,NA,2020-04-01,164,Tonsillectomy;Adenoidectomy,FALSE,TRUE,2019-03-19,Phase 2,IV Acetaminophen and Post-Tonsillectomy Pain,NULL,"Children's Hospital Medical Center, Cincinnati"
im,NCT03884296,https://clinicaltrials.gov/show/NCT03884296,Response to Live Attenuated Influenza Vaccine in Tonsillar Tissues and Blood,Other,NA,Intervention model: Single Group Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2019-06-01,50,Influenza,FALSE,TRUE,2019-03-19,Phase 4,Response to Live Attenuated Influenza Vaccine in Tonsillar Tissues and Blood,NULL,Stanford University
main,NCT03887000,https://clinicaltrials.gov/show/NCT03887000,Effect of Magnesium on Stress in Fibromyalgia: Randomized Double-blind Placebo Controlled Trial,Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2019-03-28,75,Fibromyalgia,FALSE,FALSE,2019-03-07,N/A,"Magnesium, Stress and Fibromyalgia",France,"University Hospital, Clermont-Ferrand"
main,NCT03887377,https://clinicaltrials.gov/show/NCT03887377,"The Efficacy and Molecular Mechanism of Botulinum Toxin in the Reduction of Breast Reduction Mammoplasty Scar Formation: A Prospective, Controlled, Randomized, Double-blinded Study",Prevention,NA,"Allocation: Randomized. Intervention model: Single Group Assignment. Primary purpose: Prevention. Masking: Triple (Participant, Care Provider, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,2019-04-29,20,Scar;Hypertrophic Scar;Mammary Disorder,FALSE,FALSE,2019-02-20,Phase 2/Phase 3,The Efficacy and Molecular Mechanism of Botulinum Toxin in the Reduction of Breast Reduction Mammoplasty Scar Formation,United States,Henry Ford Health System
main,NCT03888612,https://clinicaltrials.gov/show/NCT03888612,"A Phase 1/2, Open-label, Dose Escalation, and Cohort Expansion Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ARV-110 in Patients With Metastatic Castration Resistant Prostate Cancer",Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-03-01,150,Prostate Cancer Metastatic,FALSE,FALSE,2019-03-21,Phase 1/Phase 2,Trial of ARV-110 in Patients With Metastatic Castration Resistant Prostate Cancer,United States,Arvinas Inc
im,NCT03888989,https://clinicaltrials.gov/show/NCT03888989,Response to Influenza Vaccine During Pregnancy,Other,NA,Intervention model: Single Group Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,2019-09-30,50,Influenza,FALSE,FALSE,2019-03-20,Phase 4,Response to Influenza Vaccine During Pregnancy,United States,Stanford University
im,NCT03891433,https://clinicaltrials.gov/show/NCT03891433,Piperacillin/Tazobactam Versus Carbapenems in Non-bacteremic Urinary Tract Infections Due to Extended-spectrum ß-lactamase (ESBL)-Producing Escherichia Coli or Klebsiella Pneumoniae - (CAPITIS Study),Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Outcomes Assessor).,Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,No,Yes,No,No,No,2019-04-01,198,"Urinary Tract Infections;Enterobacteriaceae Infections;Infection Due to ESBL Bacteria;Carbapenem;Escherichia Coli Infection;Klebsiella Pneumoniae Infection;Clinical Trial;Drug Resistance, Bacterial",FALSE,FALSE,2019-03-11,Phase 4,Piperacillin/Tazobactam Versus Carbapenems in Non-bacteremic UTI Due to -ESBL-producing Enterobacteriaceae,Colombia,Universidad del Norte
main,NCT03891550,https://clinicaltrials.gov/show/NCT03891550,Micro-elimination of Hepatitis C Virus Infection With Pan-genotypic DAA Regimen in Hepatitis C Highly Endemic and Contagious Community (ERASE-C),Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 3,No,No,No,Yes,No,No,2019-05-13,135,Hepatitis C,FALSE,FALSE,2019-03-25,Phase 3,Micro-elimination of Hepatitis C Virus Infection in Uremics,Taiwan,Kaohsiung Medical University Chung-Ho Memorial Hospital
im,NCT03892122,https://clinicaltrials.gov/show/NCT03892122,Randomised Monocentric -Controlled Study to Evaluate the Efficacy and Stability of Dexmedetomidine Sedation Compared to Propofol Sedation in the Routinely Diagnostic Examination: Drug Induced Sleep Endoscopy,Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Diagnostic. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,2019-03-22,28,Obstructive Sleep Apnea,FALSE,FALSE,2019-03-22,Phase 4,Efficacy and Stability of Dexmedetomidine Sedation Compared to Propofol Sedation in the Drug Induced Sleep Endoscopy,Italy,"Ospedale Monsignor R. Dimiccoli, Barletta"
main,NCT03892616,https://clinicaltrials.gov/show/NCT03892616,"Relative Bioavailability and Food Effect of a Single Dose of Different Solid Formulations of BI 1358894 Compared to a Single Dose of the Reference Tablet Formulation of BI 1358894 Following Oral Administration Under Fed and Fasted Conditions in Healthy Male Subjects (an Open-label, Single-dose, Randomised, Incomplete Blocks Crossover Design Study)",Treatment,NA,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 1,No,No,No,No,Yes,No,2019-04-08,24,Healthy,FALSE,FALSE,2019-03-26,Phase 1,A Study in Healthy Men to Test if Taking Different Formulations of BI 1358894 With or Without Food Influences the Amount of BI 1358894 in the Blood,Germany,Boehringer Ingelheim
main,NCT03895671,https://clinicaltrials.gov/show/NCT03895671,OPEN LABEL PHASE 2 STUDY ON THE EFFICACY AND TOLERANCE OF A COMBINATION OF PONATINIB AND 5-AZACITIDINE IN CHRONIC MYELOGENOUS LEUKAEMIA IN ACCELERATED PHASE OR IN MYELOID BLAST CRISIS - PONAZA TRIAL,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 2,No,No,No,No,Yes,No,2019-06-19,40,CHRONIC MYELOGENOUS LEUKAEMIA IN ACCELERATED PHASE;CHRONIC MYELOGENOUS LEUKAEMIA IN MYELOID BLAST CRISIS,FALSE,FALSE,2019-03-25,Phase 2,PONAZA : A COMBINATION OF PONATINIB AND 5-AZACITIDINE IN CHRONIC MYELOGENOUS LEUKAEMIA IN ACCELERATED PHASE OR IN MYELOID BLAST CRISIS,France,Versailles Hospital
main,NCT03895944,https://clinicaltrials.gov/show/NCT03895944,"Phase 1, Open-label, Single-arm, Dose-escalation Clinical Study Evaluating the Safety and Efficacy of ET190L1-ARTEMIS™2 in Relapsed, Refractory B Cell Leukemia and Lymphoma",Treatment,NA,Allocation: Non-Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 1,No,No,No,Yes,No,No,2017-12-06,18,"CD19+ Lymphoma, B-Cell;CD19+ Leukemia, B-Cell",FALSE,FALSE,2019-03-26,Early Phase 1,"ET190L1-ARTEMIS™ T Cells in Relapsed, Refractory B Cell Leukemia and Lymphoma",China,First Affiliated Hospital Xi'an Jiaotong University
main,NCT03896269,https://clinicaltrials.gov/show/NCT03896269,Phase 1 Dose Escalation Study of CPX-351 for Patients With Int-2 or High Risk IPSS Myelodysplastic Syndromes and Chronic Myelomonocytic Leukemia After Failure to Hypomethylating Agents,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2019-05-14,38,Blasts 10-19 Percent of Bone Marrow Nucleated Cells;Blasts More Than 5 Percent of Bone Marrow Nucleated Cells;High Risk Chronic Myelomonocytic Leukemia;Recurrent Chronic Myelomonocytic Leukemia;Recurrent High Risk Myelodysplastic Syndrome;Refractory Chronic Myelomonocytic Leukemia;Refractory High Risk Myelodysplastic Syndrome,FALSE,FALSE,2019-03-28,Phase 1,CPX-351 in Treating Patients With Relapsed or Refractory High Risk Myelodysplastic Syndrome or Chronic Myelomonocytic Leukemia,United States,M.D. Anderson Cancer Center
im,NCT03896477,https://clinicaltrials.gov/show/NCT03896477,"A Phase 3, Randomized, Observer-Blind Study to Evaluate the Safety, Tolerability, Immunogenicity of Serum Institute of India's 10-Valent Pneumococcal Conjugate Vaccine Administered in a 2+1 Schedule to Healthy Infants in The Gambia",Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,Yes,No,No,No,No,No,2019-07-18,660,"Pneumonia, Pneumococcal",PACTR201907754270299,FALSE,2019-03-22,Phase 3,Phase 3 Study of 10-valent Pneumococcal Conjugate Vaccine (PNEUMOSIL) Administered in a 2+1 Schedule to Healthy Infants,Gambia,PATH
main,NCT03898102,https://clinicaltrials.gov/show/NCT03898102,Zinc Supplement in Metastatic Colorectal Cancer Patients Receiving Regorafenib: Phase II Prospective Randomized Trial,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,No,CT.gov,Phase 2,NA,NA,NA,NA,NA,NA,2016-03-01,65,Colorectal Cancer Metastatic,FALSE,TRUE,2019-03-27,Phase 2,Zinc Supplement in Regorafenib Treated mCRC Patient,NULL,Chang Gung Memorial Hospital
im,NCT03898986,https://clinicaltrials.gov/show/NCT03898986,The Effects of Attenuated Versus Inactivated Flu Vaccine in Twin Sets,Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 4,NA,NA,NA,NA,NA,NA,2019-06-01,40,Influenza,FALSE,TRUE,2019-03-30,Phase 4,The Effects of Attenuated Versus Inactivated Flu Vaccine in Twin Sets,NULL,Stanford University
main,NCT03899415,https://clinicaltrials.gov/show/NCT03899415,TCR-Redirected T Cells Therapy in Patient With HBV Related HCC,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,2019-04-20,10,Hepatocellular Carcinoma,FALSE,FALSE,2019-01-17,Phase 1,TCR-Redirected T Cells Therapy in Patient With HBV Related HCC,China,Beijing 302 Hospital
im,NCT03899571,https://clinicaltrials.gov/show/NCT03899571,Duration of Prophylactic Treatment With Oseltamivir: A Randomized Clinical Trial,Prevention,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Undefined,No,No,No,No,Yes,No,2019-01-22,222,"Influenza, Human",FALSE,FALSE,2019-03-31,N/A,Prophylactic Treatment With Oseltamivir,Slovenia,University Medical Centre Ljubljana
main,NCT03899805,https://clinicaltrials.gov/show/NCT03899805,A Phase II Study of Eribulin and Pembrolizumab in Soft Tissue Sarcomas,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-05-13,57,Sarcoma;Liposarcoma;Leiomyosarcoma;Undifferentiated Pleomorphic Sarcoma,FALSE,FALSE,2019-04-01,Phase 2,A Phase II Study of Eribulin and Pembrolizumab in Soft Tissue Sarcomas,United States,Dana-Farber Cancer Institute
main,NCT03902665,https://clinicaltrials.gov/show/NCT03902665,Up-front Hematopoietic Stem Cell Transplantation in Patients With Acute Myeloid Leukemia Aged 65-75,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 2,No,No,No,No,Yes,No,2019-03-15,3,"Acute Myeloid Leukemia, Adult",FALSE,FALSE,2019-04-02,Phase 2,Up-front Hematopoietic Stem Cell Transplantation in Acute Myeloid Leukemia Patients Aged 65-75,Italy,Policlinico Universitario Agostino Gemelli
main,NCT03903016,https://clinicaltrials.gov/show/NCT03903016,"A Randomized, Double-blind, Single-dose, 2-treatment, 2-period, 2-sequence Crossover Bioequivalence Study Comparing Two Different Strengths Formulations of Insulin Lispro Using the Euglycemic Clamp Technique, in Patients With Type 1 Diabetes Mellitus",Treatment,NA,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,No,Yes,No,2019-03-26,90,Type 1 Diabetes,FALSE,FALSE,2019-04-03,Phase 1,A Bioequivalence Study Comparing Two Different Strengths Formulations of Insulin Lispro in Patients With Type 1 Diabetes,Germany,Sanofi
main,NCT03903549,https://clinicaltrials.gov/show/NCT03903549,A Positron Emission Tomography (PET) Study to Investigate [18F]D6-FP-DTBZ ([18F]P17-059) for Potential Use as a Radioligand for Vesicular Monoamine Transporter (VMAT2),Other,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Diagnostic. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2020-11-01,26,Parkinson Disease,FALSE,FALSE,2019-04-03,Phase 1,Initial Investigation of [18F]P17-059 in Parkinson's Disease Patients and Healthy Volunteers,United States,"Five Eleven Pharma, Inc."
main,NCT03904108,https://clinicaltrials.gov/show/NCT03904108,Phase-II Trial of Platinum-Based Chemotherapy Plus Ramucirumab in Patients With Advanced NSCLC Who Have Progressed on First Line Anti-PD-1 Immunotherapy,Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-06-27,25,"Carcinoma, Non-Small-Cell Lung",FALSE,FALSE,2019-04-02,Phase 2,Platinum-Based Chemotherapy Plus Ramucirumab in Patients With Advanced NSCLC Who Have Progressed on First Line Anti-PD-1 Immunotherapy,United States,ROGER S MD KERESZTES
main,NCT03905512,https://clinicaltrials.gov/show/NCT03905512,A Study to Compare the Efficacy of SEL-212 to KRYSTEXXA® in Gout Patients Refractory to Conventional Therapy,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Outcomes Assessor).,Yes,Yes,Yes,No,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-03-28,170,Chronic Gout,FALSE,FALSE,2019-04-01,Phase 2,A Study to Compare the Efficacy of SEL-212 to KRYSTEXXA® in Gout Patients Refractory to Conventional Therapy,United States,"Selecta Biosciences, Inc."
main,NCT03905837,https://clinicaltrials.gov/show/NCT03905837,Impact of the Administration of Intravenous or Paravertebral Lidocaine in Continuous Perfusion During the Intraoperative Period of Lung Resection Surgery on the Appearance of Postoperative Complications,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 4,No,No,No,No,Yes,No,2019-01-28,153,"Lung Diseases;Lung Inflammation;Lung Injury, Acute;Postoperative Complications",FALSE,FALSE,2019-03-26,Phase 4,Impact of Lidocaine Administration on Postoperative Complications During Lung Resection Surgery,Spain,Francisco Andres de la Gala
main,NCT03908814,https://clinicaltrials.gov/show/NCT03908814,"Phase I Clinical Trial to Evaluate the Safety, Tolerance and Pharmacokinetics of Human Anti-PD-L1 Monoclonal Antibody Injection (LDP) in Patients With Advanced Malignant Tumors",Treatment,NA,Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: None (Open Label).,NA,No,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,2019-04-27,130,Advanced Tumors,FALSE,FALSE,2019-04-08,Phase 1,Phase I Clinical Trial of Human Anti-PD-L1 Antibody Injection (LDP) in Patients With Advanced Malignant Tumors,China,Dragonboat Biopharmaceutical Company Limited
main,NCT03909594,https://clinicaltrials.gov/show/NCT03909594,Ultrasound Guided Fascia Iliaca Nerve Block With Bupivacaine and Adjuvant Ketamine vs. Bupivacaine Alone in Patients With Hip or Femur Fracture: a Double Blind Randomized Clinical Trial (BupiKet),Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,2020-09-01,120,"Pain, Musculoskeletal",FALSE,FALSE,2019-04-04,Phase 4,Bubiket Study: Ultrasound Guided Fascia Iliaca Nerve Block With Bupivacaine and Adjuvant Ketamine vs. Bupivacaine Alone,United States,Antonios Likourezos
main,NCT03911466,https://clinicaltrials.gov/show/NCT03911466,NIDA CTN Protocol 0080: Medication Treatment for Opioid Use Disorder in Expectant Mothers (MOMs): a Pragmatic Randomized Trial Comparing Extended-release and Daily Buprenorphine Formulations: Conceptual Model Assessments (CMA) Sub-study,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,2020-07-21,300,Opioid-Related Disorders;Drug Addiction;Pregnancy Related;Substance Abuse;Drug Abuse;Neonatal Abstinence Syndrome;Neonatal Opioid Withdrawal Syndrome;Drug Abuse in Pregnancy,FALSE,FALSE,2019-04-09,Phase 3,Medication Treatment for Opioid Use Disorder in Expectant Mothers: Conceptual Model Assessments Sub-study,United States,"Theresa Winhusen, PhD"
main,NCT03918135,https://clinicaltrials.gov/show/NCT03918135,Comparison of the Efficacy of Intravenous Paracetamol and Ibuprofen in Patients With Upper Respiratory Tract Infections Presenting With Fever in the Emergency Department,Treatment,NA,"Allocation: Randomized. Intervention model: Factorial Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,No,CT.gov,Phase 4,No,No,No,Yes,No,No,2019-01-01,200,Fever,FALSE,FALSE,2019-04-15,Phase 4,Comparison of the Efficacy of Intravenous Paracetamol and Ibuprofen in the Treatment of Fever Due to Upper Respiratory Tract Infection,Turkey,Pamukkale University
im,NCT03919955,https://clinicaltrials.gov/show/NCT03919955,A Novel Pharmacological Therapy for Obstructive Sleep Apnea,Treatment,NA,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-09-03,75,Sleep Apnea,FALSE,FALSE,2019-04-16,Phase 1/Phase 2,A Novel Pharmacological Therapy for Obstructive Sleep Apnea,United States,Brigham and Women's Hospital
main,NCT03922815,https://clinicaltrials.gov/show/NCT03922815,Influence of Adequacy of Anaesthesia Monitoring on Both Operators' and Patients' Satisfaction in Patients Undergoing Colonoscopic Procedures,Other,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Diagnostic. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2019-09-01,158,"Colonic Diseases, Functional",FALSE,FALSE,2019-04-17,N/A,Adequacy of Anaesthesia for Colonoscopic Procedures,Poland,Medical University of Silesia
main,NCT03923270,https://clinicaltrials.gov/show/NCT03923270,Sequential Maintenance With Thoracic Radiotherapy and Durvalumab (MEDI4736) Monotherapy or Durvalumab (MEDI 4736) Combinations (Tremelimumab or Olaparib) in Patients With Extensive Stage-Small Cell Lung Cancer After First Line Platinum Based Chemotherapy,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2019-06-06,54,Small Cell Lung Cancer Extensive Stage;Small-cell Lung Cancer,FALSE,FALSE,2019-03-11,Phase 1,Radiotherapy and Durvalumab/Durvalumab Combo (Tremelimumab/Olaparid) for Small Cell Lung Cancer,United States,H. Lee Moffitt Cancer Center and Research Institute
main,NCT03924635,https://clinicaltrials.gov/show/NCT03924635,"A 24-week Randomised Exploratory Open-Label Study Aiming To Characterise Changes In Airway Inflammation, Symptoms, Lung Function, And Reliever Use In Asthma Patients Using SABA(Salbutamol) Or Anti-Inflammatory Reliever (Symbicort®) As Rescue Medication In Addition To Symbicort® As Daily Asthma Controller",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,2019-08-01,871,Airway Inflammation;Asthma,FALSE,FALSE,2019-01-31,Phase 4,"An Exploratory Study to Characterise Changes in Airway Inflammation, Symptoms, Lung Function and Reliever Use in Adult Asthma Patients",United Kingdom,AstraZeneca
main,NCT03925051,https://clinicaltrials.gov/show/NCT03925051,"A Randomized, Double-masked, Parallel-group Study, to Compare Pharmacokinetics, Safety and Immunogenicity of CMAB807 Injection Versus Prolia® in Healthy Chinese Male Subjects.",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,2019-07-01,132,Postmenopausal Osteoporosis,FALSE,FALSE,2019-04-18,Phase 1,Phase 1 Study to Compare CMAB807 Injection to Prolia® in Healthy Volunteers,China,"Shanghai Biomabs Pharmaceutical Co., Ltd."
main,NCT03925480,https://clinicaltrials.gov/show/NCT03925480,"Preventing Young Infant Infections Using Azithromycin in Labour (PreYIAL): a Blinded, Randomised, Placebo-controlled Trial",Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,No,Yes,2019-07-01,2110,Bacterial Infections,FALSE,FALSE,2019-04-04,Phase 3,Preventing Young Infant Infections Using Azithromycin in Labour (PreYIAL) Trial,Fiji,Murdoch Childrens Research Institute
