study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
main,NCT03931135,https://clinicaltrials.gov/show/NCT03931135,Comparison Between Cyclizine and Dexamethasone for Prevention of Nausea and Vomiting After Intrathecal Morphine in Patients Undergoing Cesarean Section,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Undefined,NA,NA,NA,NA,NA,NA,2019-09-01,160,Spinal Anesthetics Causing Adverse Effects in Therapeutic Use,FALSE,FALSE,2019-03-26,N/A,Cyclizine Vs. Dexamethasone for Nausea and Vomiting Following Intrathecal Morphine in Cases of Cesarean Section,NULL,Assiut University
main,NCT03958097,https://clinicaltrials.gov/show/NCT03958097,A Pilot Study of NK Cell Combined With PD-1 Antibody as Second Line Therapy for Advanced Driver Mutation Negative Non-small Cell Lung Cancer,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,2019-05-17,20,Non-small Cell Lung Cancer,FALSE,FALSE,2019-05-20,Phase 2,A Pilot Study of NK Cell Combined With PD-1 Antibody as Second Line Therapy for Advanced Driver Mutation Negative Non-small Cell Lung Cancer,China,First Hospital of Jilin University
im,NCT03958396,https://clinicaltrials.gov/show/NCT03958396,The Pharmacokinetic and Pharmacodynamics Profiles of Remifentanil in Children With Obstructive Sleep Apnea.,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,No,CT.gov,Phase 1,NA,NA,NA,NA,NA,NA,2015-09-01,30,Obstructive Sleep Apnea,FALSE,FALSE,2019-05-16,Early Phase 1,Remifentanil in Children With Obstructive Sleep Apnea,NULL,Washington University School of Medicine
main,NCT03961308,https://clinicaltrials.gov/show/NCT03961308,"A Phase 1, Open-Label, Randomized, Parallel Group Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of Vedolizumab Administered in Prefilled Syringe Versus Prefilled Syringe in Autoinjector in Healthy Subjects",Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 1,No,Yes,No,No,No,No,2018-03-12,204,Healthy Volunteers,FALSE,FALSE,2019-05-22,Phase 1,A Study to Compare the Pharmacokinetics (PK) of Single Subcutaneous (SC) Injections of Vedolizumab Administered in Prefilled Syringe (PFS) Versus (vs) Prefilled Syringe in Autoinjector (PFS+AI) in Healthy Participants,United States,Takeda
main,NCT03966170,https://clinicaltrials.gov/show/NCT03966170,Efficacy of Citicoline as Neuroprotector in Preterm; A Randomized Controlled Trial,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 3,Yes,No,No,No,No,No,2019-05-01,40,Pre-Term,FALSE,FALSE,2019-05-24,Phase 3,Citicoline as Neuroprotector in Preterm,Egypt,Sherief Abd-Elsalam
im,NCT03968640,https://clinicaltrials.gov/show/NCT03968640,Efficacy of Coenzyme Q10 Supplementation on Multi-Organ Dysfunction in Severely Burned Patients,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,NA,NA,NA,NA,NA,NA,2019-08-01,290,Multiple Organ Failure,FALSE,FALSE,2019-05-28,Phase 3,Efficacy of Coenzyme Q10 Supplementation on Multi-Organ Dysfunction in Severely Burned Patients,NULL,American Burn Association
main,NCT03973177,https://clinicaltrials.gov/show/NCT03973177,"Phenol Neurolysis of Genicular Nerves for Chronic Knee Pain Following Total Knee Arthroplasty: a Pilot Prospective, Randomized, Crossover Trial",Treatment,NA,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 4,No,Yes,No,No,No,No,2019-05-24,40,"Pain, Chronic",FALSE,FALSE,2019-05-28,Phase 4,Phenol Neurolysis of Genicular Nerves for Chronic Knee Pain,United States,Northwestern University
main,NCT03985995,https://clinicaltrials.gov/show/NCT03985995,"Pain Response to Cannabidiol in Induced Acute Nociceptive Pain, Allodynia and Hyperalgesia By Using a Model Mimicking Acute Pain in Healthy Adults",Other,NA,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2019-09-16,20,Pain Sensation;Hyperalgesia;Allodynia,FALSE,FALSE,2019-06-11,N/A,"Pain Response to Cannabidiol in Induced Acute Nociceptive Pain, Allodynia and Hyperalgesia By Using a Model Mimicking Acute Pain in Healthy Adults",Switzerland,"University Hospital, Basel, Switzerland"
main,NCT03991520,https://clinicaltrials.gov/show/NCT03991520,Pilot Study of the IL-1 Antagonist Anakinra for the Treatment of Endometriosis Related Symptoms,Treatment,NA,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2020-04-01,20,Endometriosis;Anakinra;Markers of Inflammation,FALSE,TRUE,2019-05-27,Early Phase 1,Pilot Study of the IL-1 Antagonist Anakinra for the Treatment of Endometriosis Related Symptoms,United States,"University of California, San Diego"
main,NCT03998085,https://clinicaltrials.gov/show/NCT03998085,Study of Anlotinib Single Drug as the Maintenance Treatment for Advanced Non-Small Cell Lung Cancer (NSCLC),Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Undefined,No,No,No,Yes,No,No,2019-03-05,40,Non-Small Cell Lung Cancer,FALSE,FALSE,2019-06-23,N/A,Anlotinib Single Drug as the Maintenance Treatment for Advanced NSCLC,China,First Hospital of Jilin University
main,NCT04003688,https://clinicaltrials.gov/show/NCT04003688,Strategy to Calculate Magnesium Sulfate Dose in Obese Patients. A Randomized and Blind Trial.,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Undefined,No,No,Yes,No,No,No,2019-11-01,75,Magnesium Sulfate;Postoperative Pain;Obesity,FALSE,FALSE,2019-06-24,N/A,Magnesium Sulfate Dose in Obese Patients.,Brazil,University of Sao Paulo General Hospital
main,NCT04014556,https://clinicaltrials.gov/show/NCT04014556,Aflibercept Plus Micropulse Laser Versus Aflibercept Monotherapy for Diabetic Macular Edema. One Year Results of a Randomized Clinical Trial,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Undefined,NA,NA,NA,NA,NA,NA,2016-04-01,40,Diabetic Macular Edema,FALSE,FALSE,2019-07-05,N/A,Aflibercept Plus Micropulse Laser Versus Aflibercept Monotherapy for Diabetic Macular Edema,NULL,University of Alexandria
im,NCT04016246,https://clinicaltrials.gov/show/NCT04016246,Respiratory Effect of the LISA (Less Invasive Surfactant Administration) Method With Sedation by Propofol Versus Absence of Sedation: Double-blind Comparative Randomized Clinical Trial.,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2019-10-07,542,Respiratory Distress Syndrome in Premature Infant,FALSE,FALSE,2019-06-07,Phase 3,Respiratory Effect of the LISA Method With Sedation by Propofol Versus Absence of Sedation.,France,"University Hospital, Grenoble"
main,NCT04019704,https://clinicaltrials.gov/show/NCT04019704,"AXS-05-MDD-301: A Randomized, Double-Blind, Placebo-Controlled Trial of AXS-05 in Subjects With Major Depressive Disorder",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 3,No,Yes,No,No,No,No,2019-06-20,327,Depression;Major Depressive Disorder,FALSE,FALSE,2019-07-11,Phase 3,A Trial of AXS-05 in Patients With Major Depressive Disorder,United States,"Axsome Therapeutics, Inc."
im,NCT04020003,https://clinicaltrials.gov/show/NCT04020003,A Clinical Study on Levosimendan Improvement of Prognosis of ARDS Patients by Optimizing Pulmonary Hemodynamics,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2019-07-01,120,"ARDS, Human",FALSE,FALSE,2019-07-02,Phase 3,A Clinical Study on Levosimendan Improvement of Prognosis of ARDS Patients by Optimizing Pulmonary Hemodynamics,China,Shenzhen Second People's Hospital
im,NCT04020263,https://clinicaltrials.gov/show/NCT04020263,Effect of Early Use of Levosimendan Versus Placebo on Top of a Conventional Strategy of Inotrope Use on a Combined Morbidity-mortality Endpoint in Patients With Cardiogenic Shock,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2019-12-01,610,Cardiogenic Shock,FALSE,FALSE,2019-06-28,Phase 3,Effect of Early Use of Levosimendan Versus Placebo on Top of a Conventional Strategy of Inotrope Use on a Combined Morbidity-mortality Endpoint in Patients With Cardiogenic Shock,France,"Central Hospital, Nancy, France"
im,NCT04023305,https://clinicaltrials.gov/show/NCT04023305,Sevoflurane pharmacokInetics During Inhaled Sedation Relies on the Morphotype of ARDS in ICU Patients,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Outcomes Assessor).,Yes,No,Yes,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2020-02-23,30,Acute Respiratory Distress Syndrome,FALSE,FALSE,2019-07-10,N/A,Sevoflurane PharmacokInetics in ARDS,France,"University Hospital, Clermont-Ferrand"
main,NCT04026438,https://clinicaltrials.gov/show/NCT04026438,Randomized Controlled Trial to Study the Outcome of Intravenous Phosphate Supplementation in Live Donors Undergoing Hepatectomy for Living Donor Liver Transplantation (LDLT),Other,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Supportive Care. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 4,No,No,No,Yes,No,No,2018-12-12,140,"Complication, Postoperative;Regeneration Liver",FALSE,FALSE,2019-07-11,Phase 4,Randomized Controlled Trial to Study the Outcome of Intravenous Phosphate Supplementation in Live Donors Undergoing Hepatectomy for Living Donor Liver Transplantation (LDLT),India,"Institute of Liver and Biliary Sciences, India"
main,NCT04049669,https://clinicaltrials.gov/show/NCT04049669,Phase 2 Trial of Indoximod With Chemotherapy and Radiation for Children With Progressive Brain Tumors or Newly Diagnosed DIPG,Treatment,NA,Allocation: Non-Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-10-02,140,Glioblastoma;Medulloblastoma;Ependymoma;Diffuse Intrinsic Pontine Glioma,FALSE,FALSE,2019-08-02,Phase 2,Pediatric Trial of Indoximod With Chemotherapy and Radiation for Relapsed Brain Tumors or Newly Diagnosed DIPG,United States,Theodore S. Johnson
main,NCT04061590,https://clinicaltrials.gov/show/NCT04061590,A Phase 2 Study of Neoadjuvant Pembrolizumab-Based Combination Immunotherapy in the Treatment of Early Stage Non-Small Cell Lung Cancer,Treatment,NA,Allocation: Non-Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: None (Open Label).,NA,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2019-12-21,84,Lung Non-Small Cell Carcinoma;Stage I Lung Cancer AJCC v8;Stage IA1 Lung Cancer AJCC v8;Stage IA2 Lung Cancer AJCC v8;Stage IA3 Lung Cancer AJCC v8;Stage IB Lung Cancer AJCC v8;Stage II Lung Cancer AJCC v8;Stage IIA Lung Cancer AJCC v8;Stage IIB Lung Cancer AJCC v8;Stage IIIA Lung Cancer AJCC v8,FALSE,FALSE,2019-08-16,Phase 2,Pembrolizumab With or Without Chemotherapy Before Surgery in Treating Patients With Stage I-IIIA Non-Small Cell Lung Cancer,United States,"University of California, San Francisco"
main,NCT04061876,https://clinicaltrials.gov/show/NCT04061876,Ruxolitinib in Combination With Corticosteroid as First Line Therapy for the Treatment of High Risk Acute Graft-Versus-Host Disease,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,2019-06-01,198,aGVHD;Stem Cell Transplant Complications,FALSE,FALSE,2019-08-17,Phase 2,First Line Therapy for High Risk Acute GVHD,China,Chinese PLA General Hospital
main,NCT04063267,https://clinicaltrials.gov/show/NCT04063267,Electronic Cigarettes as a Harm Reduction Strategy in Individuals With Substance Use Disorder,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-10-27,240,Cigarette Smoking;Addiction;E Cig Use,FALSE,FALSE,2019-08-19,Phase 2,Electronic Cigarettes as a Harm Reduction Strategy in Individuals With Substance Use Disorder,United States,NYU Langone Health
main,NCT04078386,https://clinicaltrials.gov/show/NCT04078386,"A Phase II Study of RC18, a Recombinant Human B Lymphocyte Stimulator Receptor:Immunoglobulin G( IgG ) Fc Fusion Protein for Injection for the Treatment of Subjects With Primary Sjögren's Syndrome",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 2,No,No,No,Yes,No,No,2019-06-28,30,Primary Sjögren's Syndrome,FALSE,FALSE,2019-07-18,Phase 2,A Study of TACI-antibody Fusion Protein Injection (RC18) in Subjects With Primary Sjögren's Syndrome,China,RemeGen
main,NCT04082325,https://clinicaltrials.gov/show/NCT04082325,"Interventional, Randomized, Double-blind, Sequential-group, Placebo-controlled, Single-ascending-oral-dose Study Investigating the Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Properties of Lu AF88434 and Open-label Crossover Study to Investigate the Intra-individual Variability, Metabolic Profile, and Effect of Food on Lu AF88434 in Healthy Young Men",Treatment,NA,"Allocation: Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,No,Yes,No,2019-07-23,66,Healthy,FALSE,FALSE,2019-09-05,Phase 1,Study Investigating the Safety and Tolerability of Lu AF88434 in Healthy Young Men,Netherlands,H. Lundbeck A/S
main,NCT04082910,https://clinicaltrials.gov/show/NCT04082910,Metoprolol for the Treatment of Cytokine Release Syndrome in Patients Treated With Chimeric Antigen Receptor T Cells,Treatment,NA,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,No,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,2019-09-15,30,Solid Tumor;Hematologial Malignancy,FALSE,FALSE,2019-09-04,Phase 1/Phase 2,Metoprolol for the Treatment of Cytokine Release Syndrome in Patients Treated With Chimeric Antigen Receptor T Cells,China,Chinese PLA General Hospital
im,NCT04094857,https://clinicaltrials.gov/show/NCT04094857,A Phase 1 First-In-Human Study of HBN-1 in Patients Resuscitated Following Out-of-Hospital Cardiac Arrest,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2019-10-30,18,Cardiac Arrest,FALSE,FALSE,2019-09-17,Phase 1,Phase 1 Study of HBN-1,United States,"Hibernaid, Inc"
main,NCT04095936,https://clinicaltrials.gov/show/NCT04095936,A Phase 2/3 Study of AMG531 Combined With Ciclosporin A in Patients With Aplastic Anemia Previously Untreated With Immunosuppressive Therapy,Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 3,No,No,No,Yes,No,No,2019-12-03,24,Aplastic Anemia,JPRN-JapicCTI-194962,FALSE,2019-09-18,Phase 2/Phase 3,Study of AMG531 (Romiplostim) in Patients With Aplastic Anemia,Japan,"Kyowa Kirin Co., Ltd."
main,NCT04097080,https://clinicaltrials.gov/show/NCT04097080,"Comparative Controlled Study of Analgesic, Antiasthenic and Anti-Anxiety Effects of Xenon in Patients With Parkinson's Disease",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 1,No,No,No,No,Yes,No,2019-12-15,60,Parkinson Disease,FALSE,FALSE,2019-09-18,Phase 1,"Comparative Controlled Study of Analgesic, Antiasthenic and Anti-Anxiety Effects of Xenon in Patients With Parkinson's Disease",Russian Federation,Nobilis Therapeutics Inc.
main,NCT04114747,https://clinicaltrials.gov/show/NCT04114747,"Impact of Continuous Renal Replacement Therapy on Renal Oxygenation, Blood Flow and Function",Prevention,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2020-08-31,20,AKI;Continuous Renal Replacement Therapy;Dialysis;Intensive Care;Renal Blood Flow;Renal Failure;Blood Pressure,FALSE,FALSE,2019-09-23,N/A,Renal Physiology During Continuous Renal Replacement Therapy,Sweden,"Sahlgrenska University Hospital, Sweden"
im,NCT04130230,https://clinicaltrials.gov/show/NCT04130230,Safety and Efficacy of Neostigmine Infusion as Adjuvant Therapy in Sepsis and Septic Shock,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Participant).,Yes,Yes,Yes,No,CT.gov,Phase 2,Yes,No,No,No,No,No,2019-03-06,50,"Sepsis, Septic Shock",FALSE,FALSE,2019-10-08,Phase 2,Adjuvant Use of Neostigmine in Sepsis and Septic Shock.,Egypt,Mansoura University
im,NCT04137887,https://clinicaltrials.gov/show/NCT04137887,Relative Effectiveness of a High-Dose Quadrivalent Influenza Vaccine Versus a Standard-Dose Quadrivalent Influenza Vaccine in Subjects 65 Years of Age and Older,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2019-11-04,121000,Influenza (Healthy Volunteers),EUCTR2019-001401-25-FI,FALSE,2019-10-11,Phase 3,Study to Evaluate the Effectiveness of a High-Dose Quadrivalent Influenza Vaccine (QIV-HD) Compared to a Standard-Dose Quadrivalent Influenza Vaccine (QIV-SD) in Adults 65 Years of Age and Older,Finland,"Sanofi Pasteur, a Sanofi Company"
main,NCT04144192,https://clinicaltrials.gov/show/NCT04144192,"Phase 1, Randomized, Comparative Pharmacokinetic Study of Bolus Intravenous Lidocaine 0.7 mg/kg, Lidocaine Patch 1.8%, and Lidocaine Patch 5% (Lidoderm®) in Healthy Subjects",Other,NA,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Other. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 1,NA,NA,NA,NA,NA,NA,2014-04-28,58,Healthy,FALSE,FALSE,2019-10-28,Phase 1,Pharmacokinetic Study of Lidocaine Patch 1.8% Lidocaine Patch 5% (Lidoderm®) in Healthy Subjects,NULL,"Scilex Pharmaceuticals, Inc."
im,NCT04146623,https://clinicaltrials.gov/show/NCT04146623,"A Randomized Double-Blind, Placebo Controlled, Phase I Study of the Safety, Tolerability and Immunogenicity of a Live Attenuated H1N1 Vaccine in Healthy Individuals",Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,No,No,Yes,2019-05-07,33,Influenza,FALSE,FALSE,2019-10-28,Phase 1,"Safety Study of Live Attenuated Influenza Vaccine, CodaVax, Delivered Via Intranasal Spray",Australia,"Codagenix, Inc"
im,NCT04198883,https://clinicaltrials.gov/show/NCT04198883,SINGaporean Program Performed With an eXPANsion Medical Device,Treatment,NA,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,2018-11-27,10,Heart Attack,FALSE,FALSE,2019-07-04,Phase 1/Phase 2,SINGaporean Program Performed With an eXPANsion Medical Device (SingXpand),Singapore,CellProthera
covid,NCT04282902,https://clinicaltrials.gov/show/NCT04282902,"A Randomized, Open-label Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Severe and Critical Novel Coronavirus Infection",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2020-02-04,294,Novel Coronavirus Pneumonia;Pneumonia;Pirfenidone,FALSE,FALSE,2020-02-10,Phase 3,A Study to Evaluate the Efficacy and Safety of Pirfenidone With Novel Coronavirus Infection,China,Huilan Zhang
covid,NCT04293887,https://clinicaltrials.gov/show/NCT04293887,"Randomized, Open, Blank Control Study on the Efficacy and Safety of Recombinant Human Interferon a1ß in the Treatment of Patients With New Type of Coronavirus Infection in Wuhan",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 1,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,2020-03-01,328,COVID-19;Recombinant Human Interferon a1ß,FALSE,FALSE,2020-02-15,Early Phase 1,Efficacy and Safety of IFN-a2ß in the Treatment of Novel Coronavirus Patients,NA,Tongji Hospital
covid,NCT04325061,https://clinicaltrials.gov/show/NCT04325061,Efficacy of Dexamethasone Treatment for Patients With ARDS Caused by COVID-19,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,No,Yes,No,2020-04-03,200,Acute Respiratory Distress Syndrome Caused by COVID-19,FALSE,FALSE,2020-03-25,Phase 4,Efficacy of Dexamethasone Treatment for Patients With ARDS Caused by COVID-19,Spain,Dr. Negrin University Hospital
covid,NCT04333472,https://clinicaltrials.gov/show/NCT04333472,"Piclidenoson for Treatment of COVID-19 - A Randomized, Double-Blind, Placebo-Controlled Trial",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,2020-10-06,40,COVID-19;Coronavirus Infection,FALSE,FALSE,2020-04-01,Phase 2,Piclidenoson for Treatment of COVID-19,Israel,Can-Fite BioPharma
covid,NCT04334005,https://clinicaltrials.gov/show/NCT04334005,Effect of Vitamin D Administration on Prevention and Treatment of Mild Forms of Suspected Covid-19,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Undefined,No,No,No,No,Yes,No,2020-04-10,200,Patients Infected With COVID-19,FALSE,FALSE,2020-03-29,N/A,Vitamin D on Prevention and Treatment of COVID-19,Spain,Universidad de Granada
covid,NCT04334148,https://clinicaltrials.gov/show/NCT04334148,Healthcare Worker Exposure Response and Outcomes of Hydroxychloroquine Trial (HERO-HCQ Trial),Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,2020-04-22,1363,COVID-19,FALSE,FALSE,2020-04-02,Phase 3,Healthcare Worker Exposure Response and Outcomes of Hydroxychloroquine,United States,Adrian Hernandez
covid,NCT04342728,https://clinicaltrials.gov/show/NCT04342728,"Coronavirus Disease 2019- Using Ascorbic Acid and Zinc Supplementation (COVIDAtoZ) Research Study A Randomized, Open Label Single Center Study",Other,NA,Allocation: Randomized. Intervention model: Single Group Assignment. Primary purpose: Supportive Care. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Undefined,No,Yes,No,No,No,No,2020-04-08,520,COVID;Corona Virus Infection,FALSE,FALSE,2020-04-08,N/A,Coronavirus 2019 (COVID-19)- Using Ascorbic Acid and Zinc Supplementation,United States,The Cleveland Clinic
covid,NCT04342897,https://clinicaltrials.gov/show/NCT04342897,"A Randomized, Double-blind, Placebo-controlled, Clinical Trial of LY3127804 in Patients Who Are Hospitalized With Pneumonia and Presumed or Confirmed COVID-19",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-04-20,95,COVID-19;Pneumonia,FALSE,FALSE,2020-04-10,Phase 2,A Study of LY3127804 in Participants With COVID-19,United States,Eli Lilly and Company
covid,NCT04343092,https://clinicaltrials.gov/show/NCT04343092,Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management (An Externally Controlled Pilot Trial),Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,2020-04-18,16,COVID 19,FALSE,FALSE,2020-04-05,Phase 1,Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management,Iraq,University of Baghdad
covid,NCT04345861,https://clinicaltrials.gov/show/NCT04345861,Randomized Trial Assessing Efficacy and Safety of Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for Hospitalized Adults With COVID-19 Pneumonia,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2020-04-11,7,"Coronavirus Infection;Pneumonia, Viral",FALSE,FALSE,2020-04-05,Phase 2/Phase 3,Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial),France,"University Hospital, Montpellier"
