study_arm,TrialID,url,Interventions,vaccine,conventional,traditional
im,IRCT2016052828134N1,http://en.irct.ir/trial/22888,"Intervention 1: intervention group: Using 15 ml of Aloe Vera mouthwash, every 12 hours, for 4 days. Intervention 2: Control group: Using 15 ml of normal saline, every 12 hours, for 4 days.;Treatment - Drugs;Treatment - Drugs;intervention group: Using 15 ml of Aloe Vera mouthwash, every 12 hours, for 4 days.;Control group: Using 15 ml of normal saline, every 12 hours, for 4 days.",NA,NA,NA
covid,IRCT20161206031256N3,http://en.irct.ir/trial/48329,Intervention 1: Intervention group 1: patients who will receive standard care plus 4 consecutive doses of intramuscular injection of beta-interferon (each vial contains 30 micrograms of interferon equivalent to 6 million international units. Intervention 2: Intervention group 2:  : patients who will receive standard care plus 2 doses of subcutaneous injection of Alpha-interferon (each vial contains 180 micrograms of interferon) with 7 day interval. Intervention 3: Control group 1: patients who will receive standard care plus beta-interferon placebo. Intervention 4: Control group 2: patients who will receive standard care plus alpha-interferon placebo.,NA,Yes,NA
covid,IRCT20170207032444N3,http://en.irct.ir/trial/47119,"Intervention 1: Intervention group: Tab Thalidomide ( Talidex) from Alan pharmaceuticals, daily until 14 days. Both case and control group will be received hydroxychloroquine tablet 100 mg BD, methylprednisolon 50 mg IV, antibiotic depend on physician choice (Ceftriaxone, Azithromycin, Vancomycin), Syrup Diphenhydramine and acetaminophen codeine for symptom control and amp Enoxaparin 40 mg SC daily during hospitalization. Intervention 2: Control group: this group doesnt receive extra drugs. Both groups receive tab hydroxychloroquine 200 mg BID for 5 days, Tab Acetaminophen Codeine and syrup diphenhydramine for symptom control, Antibiotics depend on physician choice (Ceftriaxone, Azithromycin, Vancomycin), Amp Enoxaparin 40 mg SC daily during hospitalization and amp Methylprednisolone 50 mg IV daily for 7 days.",NA,Yes,NA
main,IRCT20171230038142N8,http://en.irct.ir/trial/38309,"Intervention 1: Intervention group: Intervention group: 30 patients receiving St. Thomas cardiopulmonary by hand perfringens with a dose of 20 ml per kg and at a temperature of 4 degrees Celsius. This solution is surgically dispensed immediately before injection of the cardioplegia solution sterilized. Then, through a cardioplegia cannula inserted by the surgeon at the root of the aorta, it is injected through the syringe. The injection rate of the cardiopulse solution is 30 to 40 mmHg and during 2 minutes and is controlled by pressure gauge in the injection route. This solution is injected into the patient in a single dose. Intervention 2: Intervention group: Intervention group: 30 patients with cardiogenic cardiopulmonary bypass grafting by perfusion. This solution is a dose of 15 ml per kilogram and a ratio of four crystalloid units at 4 ° C and one unit of complete oxygenated blood. Both solutions are surgically dispensed sterilized immediately after injection of the cardiopulmonary solution. A cardioplegia cannula inserted by the surgeon at the root of the aorta is injected through the syringe. The injection rate of the cardiopulse solution is 30 to 40 mmHg and in the It is in 2 minutes and is controlled by pressure gauge in the injection route. This solution is injected into the patient in a single dose.",NA,NA,NA
im,IRCT20180826040877N1,http://en.irct.ir/trial/33535,"Intervention 1: Intervention group: Neonates in intervention group are first treated with Surfactant (2.5ml/kg) and 8 hours after initial dose, subsequent dose (1.25 ml/kg) is received. After receiving Surfactant, neonates in intervention group are treated with intratracheal Salbutamol (0.1 mg/kg). Intervention 2: Control group: Neonates in control group are first treated with Surfactant (2.5ml/kg) and 8 hours after initial dose, subsequent dose (1.25 ml/kg) is received. After receiving Surfactant, neonates in control group are received nothing.",NA,NA,NA
main,IRCT20180903040941N1,http://en.irct.ir/trial/33681,"Intervention 1: Intervention group: A capsule containing 500 mg of chamomile flower powder will be taken four times a day, two fasting morning and two nights before bedtime for three months. Intervention 2: Control group: placebo capsules containing roasted wheat flour plus 50 mg of chamomile powder will be taken four times a day, two fasting morning and two nights before bedtime for three months.",NA,NA,NA
covid,IRCT20180923041093N3,http://en.irct.ir/trial/46721,"Intervention 1: Intervention group: Patients in this group receive medication for treatment of Covid-19 based on Fifth Edition of the Novel Corona Virus Guidelines, in addition they recieve myrtle syrup for 5 days  (Patients daily boil the contents of a pack containing 10 grams of myrtle fruit and 10 grams of sugar in 3 glasses of water gently to stay 2 glasses, then smooth it and drink one glass in the morning and one glass in the evening.). Intervention 2: Control group: Patients in this group receive medication according to the novel Corona virus country guideline version 5.",NA,NA,NA
im,IRCT20181109041596N1,http://en.irct.ir/trial/35097,"Intervention 1: Intervention group: receivers of fluoxetine antidepressant, 20 mg daily. Intervention 2: Control group: Receivers of placebo of fluoxetine that are resemble exactly in appearance features to fluoxetine.",NA,NA,NA
main,IRCT20181207041876N1,http://en.irct.ir/trial/35752,"Intervention 1: The intervention group consumes 2 grams of Caraway powder capsules (one gram capsule after lunch and one gram capsule after a dinner)  approved by the College of Pharmacy, Kerman University of Medical Sciences for 8 weeks. Intervention 2: The control group consumes 2 grams of starch capsules (one gram capsule after lunch and one gram capsule after a dinner)  Of Shiraz Momtaz Starch Company for 8 weeks.",NA,NA,NA
main,IRCT20190122042450N3,http://en.irct.ir/trial/38419,"Intervention 1: Intervention group: Empagliflozin 10 milligram, Dr. Abidi pharmacy over 6 months. Intervention 2: Intervention group:  Pioglitazone 15 milligram, Dr. Abidi pharmacy over 6 months. Intervention 3: Control group: placebo, Dr. Abidi pharmacy over 6 months.",NA,NA,NA
main,IRCT20190410043236N1,http://en.irct.ir/trial/38837,"Intervention 1: Intervention group: Intervention group: A 50000 unit capsule of vitamin D, manufactured by Abidi company, is given weekly and at 50,000 units for 8 weeks. It should be noted that patients will not be aware of the type of medicine. Patients are monitored for 2 months. Intervention 2: Placebo group: Appearance of 50,000 capsules of vitamin D, manufactured by Abidi company, is given weekly for 8 weeks. It should be noted that patients will not be aware of the type of medicine. Patients are monitored for 2 months.",NA,NA,Yes
main,IRCT20190525043702N1,http://en.irct.ir/trial/39866,Intervention 1: First Intervention group: The study is split mouth and each patient will have chlorohexidine 2% in first implant. Intervention 2: Second Intervention group: The study is split mouth and each patient will have tetracycline 3% in second implant. Intervention 3: Third Intervention group: The study is split mouth and each patient will have Saliva in third implant. Intervention 4: Control group: The study is split mouth and each patient will have dry environments in control implant.,NA,Yes,NA
main,IRCT20191006044993N1,http://en.irct.ir/trial/42817,"Intervention 1: Intervention group:In the intervention group in addition to lifestyle training and in-person follow-up once every 2 weeks, the 500 mg capsule of Plantago major seed twice per day  is given, 2 capsules each time, orally for 12 weeks.The seeds of Plantago major are planted and placed in 500 mg capsules in the laboratory of the Faculty of Traditional Medicine. Intervention 2: Control group:In the intervention group in addition to lifestyle training and in-person follow-up once every 2 weeks, the 500 mg capsule of toasted flour twice per day  is given, 2 capsules each time, orally for 12 weeks.After preparation, the bread powder was placed in 500 mg capsules in the laboratory of the Faculty of Traditional Medicine.",NA,NA,Yes
covid,IRCT20200317046797N1,http://en.irct.ir/trial/46573,"Intervention 1: Intervention group: Twenty patients with Coronavirus (COVID-19)-induced pneumonia in addition to standard regimen of covid-19, will receive Camostate mesylate tablets for 3 days (200 mg three times daily). Intervention 2: Control group: they will receive standard regimen for COVID-19 patients.",NA,NA,NA
covid,IRCT20200324046850N3,http://en.irct.ir/trial/46718,"Intervention 1: Control group: Standard drugs of the national protocol (hydroxychloroquine sulfate 200mg, two single-dose tablets (Tehran Daru) , two single-dose tablets (Pars), Kaletra tablets (Lupinavir / Ritonavir) every 12 hours 2 tablets 50/200)+ A placebo every 12 hours (in terms of appearance and color similar to 500 mg naproxen). Intervention 2: Intervention Group: Standard Protocol Drugs For 5 days (Hydroxychloroquine Sulfate 200mg Two Single Dose tablets (Tehran Daroo) , Kaletra tablets (Lupinavir / Ritonavir)  every 12 hours, 2 tablets 50/200) + Naproxen 500 mg every 12 hours (Pars Daru) For 5 days.",NA,Yes,NA
covid,IRCT20200409047007N1,http://en.irct.ir/trial/47058,"Intervention 1: Intervention group: In the intervention group, patients, in addition to the current standard treatments, also receive 600 cc survivor's plasma. For the preparation of fresh plasma products, survivors with 18 to 60 years old were contacted and tested for CRP, CBC, HBS Ag, HCV Ab, HIV Ab, HTLV1 Ab, COVID 19 PCR and COVID 19 IgM & IgG antibody if they were without symptoms for at least 14 days.  If all tests are normal, 600 cc plasma will be taken from them and are prescribed to patients in less than 12 hours. Survivors should have a positive initial PCR test for coronavirus, be male, or have no history of pregnancy if they are female. The donor and the patient must be the same in blood group. Intervention 2: Control group: Patients in the control arm are selected based on information recorded in the university registry system and will be similar to the control group in terms of age, sex, underlying disease and severity of respiratory disease. In the control arm, the necessary care  and first-line therapies such as corticosteroids, antibiotics, and hydroxychloroquine will be prescribed according to the current symptoms.",NA,Yes,NA
covid,IRCT20200518047497N1,http://en.irct.ir/trial/48289,"Intervention 1: Intervention group: In the intervention group, participants will receive Laris-Hyssop distillate (including hyssop, Echium amoenum, Adiantum capillus-veneris, Hollyhocks, Eucalyptus, Malva, Platanus, chamomilla), 10 ml every 8 hours for 14 days orally. Both groups will receive routine treatments. Intervention 2: Control group: The control group will receive a placebo (no therapeutic value), resembled the Laris-Hyssop distillate with the same prescription. Both groups will receive routine treatments.",NA,NA,NA
covid,IRCT20200705048011N1,http://en.irct.ir/trial/49481,"Intervention 1: Intervention group: Recipient of garlic essential oil. Patients in the intervention group will take the drug prepared from garlic for 1 week. A drop of garlic made by Amin Pharmaceutical Company is consumed ten drops daily for a week. Each 10 drops of Garlic contains 250 grams of garlic extract. It should be noted that patients will receive routine medication for coronary artery disease. The trained nurse will perform the intervention. Intervention 2: Control group: No intervantion. Intervention 3: Intervention group: Intervention group: Recipients of cinnamon essential oil. Patients of the second intervention group will take cinnamon medicine for 1 week. Cinnamon drops made by Zardband pharmaceutical company .It will be use three times a day and 5 drops in a glass of water, tea each time. It should be noted that patients will receive routine medication for the treatment of coronary heart disease.",NA,NA,NA
covid,IRCT20201004048922N1,http://en.irct.ir/trial/51443,"Intervention 1: Intervention group: Human COVID-19 hyperimmune plasma with a specific antibody titer, volume 500ml, intravenous infusion over 4 hours; In addition to routine treatment based on the latest update of the national protocol. Intervention 2: Intervention group: Routine Human COVID-19 hyperimmune plasma, volume 500ml, intravenous infusion over 4 hours; In addition to routine treatment based on the latest update of the national protocol. Intervention 3: Control group: Routine treatment based on the latest update of the national protocol.",NA,Yes,NA
covid,IRCT20201016049048N1,http://en.irct.ir/trial/51767,Intervention 1: Intervention group: Patients in the intervention group will receive Iranian Borage Aerial Part infusion (1 g/100 cc water) TID for 5 days in addition to the routine treatment. Intervention 2: Control group: Patients in the control group will receive the placebo (100 cc boiled water) TID for 5 days in addition to the routine treatment.,NA,NA,NA
covid,ISRCTN13311119,http://isrctn.com/ISRCTN13311119,"<br>                The study consists of the following periods/assessments for participants in both the intervention and control arms.<br>                1. Screening period: -3 to -1 days. This will involve taking informed consent, assessing eligibility and comorbidity (e.g. Hypertension, Diabetes, Cardiovascular disease, etc.) through taking a medical and surgical history, smoking history, previous medication history, demographic history, physical examination, serology, 12-lead ECG, and vital signs.<br>                2. Treatment period: 0 to 14 days<br>                3. Follow-up period: 0 to 28 days. Patients will attend five study assessments at 0 (baseline assessment), 2, 8, 15 and 29 days. If nasal swabs taken at 15 days are negative participants will be invited to return 24 h later on day 16 for a second swab.<br>                4. Safety Follow-up assessment: 28 days after the last dose of the Siddha treatment was received in the event of early termination<br><br>                The patients selected for participation will be assigned randomly to one of the two treatment groups, Siddha treatment regimen + Standard of Care, or Standard of Care only, in 1:1 ratio balancing the stratification factor of co-morbidity status.<br><br>                The stratified permuted block randomization design will be used to randomize the patients in 1:1 ratio among the two treatment groups.<br><br>                Siddha treatment regimen + Standard of care will involve Siddha treatment with Kabasura kudineer and Brammanandha bairavam where indicated in addition to standard care as per local/government guidance. Kabasura kudineer will be given in the dose of 60 ml, twice a day for 7 days taken 90 minutes before food. Brammanandha bairavam will be given in the dose of 100 mg, three times a day for 7 days, ta",NA,NA,Yes
im,ISRCTN15056916,http://isrctn.com/ISRCTN15056916,"13-valent pneumococcal conjugate vaccine (PCV13) will be delivered in two schedules, one with doses scheduled at ages 6, 10 and 14 weeks (3+0 schedule) and the other with doses scheduled at ages 6 weeks and 9 months (1+1 schedule). The two schedules will be randomly allocated (1:1) to 68 geographic clusters where children attend one immunisation clinic.",Yes,NA,NA
main,ISRCTN15668391,http://isrctn.com/ISRCTN15668391,<br>                Participants are allocated by chance to receive either:<br>                1. Four oral rifampicin 300-mg capsules in addition to standard fixed-dose combination TB treatment<br>                2. Standard fixed-dose combination TB treatment<br>                Participants are followed up in hospital until the time of discharge and then as an outpatient for 12 months.<br>,NA,Yes,NA
im,ISRCTN56992547,http://isrctn.com/ISRCTN56992547,Patients are randomised into one of two groups using sealed closed opaque envelops.<br><br>Group 1: Patients receive a loading dose infusion of Dexmedetomine 1 ug/kg over 10 minutes followed by maintenance infusion of 0.5 ug/kg/h.<br><br>Group 2: Patients receive ketofol in an initial bolus dose 500 ug/kg of ketamine/propofol 1:1 followed by maintenance dose of 10 ug/kg/min.<br><br>Infusion starts for participants in both groups after admission to SICU for short term sedation of less than 12 hours. All participants are followed up until discharge from the SICU.,NA,NA,NA
covid,ISRCTN88057279,http://isrctn.com/ISRCTN88057279,"<br>                Patients will be randomised to receive either 1:1 oral hydroxychloroquine (HCQ) or standard care (no HCQ). Randomisation will be carried out using a validated bespoke automated randomisation system. Randomisation will be stratified by PROTECT sub-group, age and centre.<br><br>                Haemodialysis subgroup<br>                Dosing: 600 mg per week given as 200 mg three times per week after each haemodialysis session for 6 months<br><br>                Vasculitis and transplant subgroups<br>                Dosing: 800 mg for first 2 days followed by 400 mg once a week for 6 months<br><br>                Duration of follow up (all subgroups):<br>                Until the end of the trial, on average 6 months<br>",NA,Yes,NA
main,JPRN-JapicCTI-194635,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-194635,"Intervention name : KHK4323<br>INN of the intervention : -<br>Dosage And administration of the intervention : Part 1: Single administration IV/SC, Part 2: Repeated administration IV<br>Control intervention name : Placebo<br>INN of the control intervention : -<br>Dosage And administration of the control intervention : Part 1: Single administration, IV/SC, Part 2: Repeated administration, IV",NA,NA,NA
main,JPRN-JapicCTI-194721,https://www.clinicaltrials.jp/user/showCteDetailE.jsp?japicId=JapicCTI-194721,Intervention name : RO7021610<br>INN of the intervention : -<br>Dosage And administration of the intervention : RO7021610 will be administrated repeatedly by IV.<br>Control intervention name : Placebo<br>INN of the control intervention : -<br>Dosage And administration of the control intervention : Placebo will be administrated repeatedly by IV.,NA,NA,NA
im,JPRN-jRCT1041190001,https://jrct.niph.go.jp/latest-detail/jRCT1041190001,High-dose Corticosteroid,NA,NA,NA
main,JPRN-jRCT2031190020,https://jrct.niph.go.jp/latest-detail/jRCT2031190020,"In a 21-day-administration cycle, pevonedistat at 15 mg/m^2 (level 0: initiation dose) will be administered on days 1, 3, and 5. Oxaliplatin at 130 g/m^2 will be administered on day 1, and capecitabine will be orally administered at 2000 mg/m^2 split in 2 approximately every 12 hour for 14 days and then it was withdrawn for 7 days.",NA,NA,NA
covid,JPRN-jRCT2031200180,https://jrct.niph.go.jp/latest-detail/jRCT2031200180,"Randomized, Placebo control, Double blind comparative study",NA,NA,NA
main,JPRN-jRCT2063190013,https://jrct.niph.go.jp/latest-detail/jRCT2063190013,Ad-SGE-REIC-NS will be injected twice intra-tumorally at intervals of 14 days to  patients with recurrent malignant glioma. <br>The contrast-enhanced MRI-guided injection of Ad-SGE-REIC-NS will be done to patients undergoing burr hole surgery under local or general anesthesia by the assistance of stereotactic surgical equipment or navigation system<br>Dose will be escalated as follows:<br>   Level  1     3.0X10^10vp <br>   Level  2     1.0X10^11vp <br>   Level  3     3.0X10^11vp,NA,NA,NA
main,JPRN-jRCTs031180097,https://jrct.niph.go.jp/latest-detail/jRCTs031180097,"Arm A: modified PETHEMA-MPB therapy consists of nine cycles: one cycle of subcutaneous or intravenous bortezomib given twice per week for 6 weeks (1.3 mg/m2 on days 1, 4, 8, 11, 22, 25, 29, and 32), plus oral melphalan 9 mg/m2 and oral prednisolone 60 mg/m2 on days 1-4, followed by eight cycles of subcutaneous or intravenous bortezomib once per week for 5 weeks (1.3 mg/m2 on days 1, 8, 15, and 22) plus the same doses of oral melphalan and prednisolone.<br>Arm B: JCOG-MPB therapy consists of nine cycles of subcutaneous or intravenous bortezomib give once per week for 4 weeks (1.3 mg/m2 on days 1, 8 and 15), plus oral melphalan 7 mg/m2 and oral prednisolone 60 mg/m2 on days 1-4.",NA,NA,NA
main,JPRN-jRCTs031180139,https://jrct.niph.go.jp/latest-detail/jRCTs031180139,"A: R-CHOP (tri-weekly rituximab plus CHOP), 8 cycles<br>Cyclophosphamide 750 mg/m2, day 1<br>Doxorubicin 50 mg/m2, day 1<br>Vincristine 1.4 mg/m2 (max 2.0 mg/body), day 1<br>Prednisolone 100 mg/body, day 1-5<br>Rituximab 375 mg/m2, day 1<br>B: RW+CHOP (weekly rituximab plus CHOP) , 8 cycles<br>Cyclophosphamide 750 mg/m2, day 1<br>Doxorubicin 50 mg/m2, day 1<br>Vincristine 1.4 mg/m2 (max 2.0 mg/body), day 1<br>Prednisolone 100 mg/body, day 1-5<br>Rituximab 375 mg/m2, day 1,8,15,22,29,36,43,50",NA,Yes,NA
main,JPRN-jRCTs031180183,https://jrct.niph.go.jp/latest-detail/jRCTs031180183,Disulfiram (po): 160mg three times daily (480mg/day) or 80mg three times daily (240mg/day) for maximum 6 cycles.<br>Nivolumab (iv): 240mg every 2 weeks for maximum 6 cycles.<br>1 cycle is for 28 days.,NA,Yes,NA
im,JPRN-jRCTs031190084,https://jrct.niph.go.jp/latest-detail/jRCTs031190084,"Atezolizumab 1200mg, every 3 weeks",NA,Yes,NA
im,JPRN-jRCTs041180086,https://jrct.niph.go.jp/latest-detail/jRCTs041180086,using orexin receptor antagonist Suvorexant,NA,NA,NA
main,JPRN-jRCTs051180199,https://jrct.niph.go.jp/latest-detail/jRCTs051180199,Anti-cancer drug administration,NA,NA,NA
covid,JPRN-jRCTs051200036,https://jrct.niph.go.jp/latest-detail/jRCTs051200036,Administration of nintedanib via nasogastric tube,NA,NA,NA
im,JPRN-UMIN000023355,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000025429,"administration of clarithromycin, 200mg/day, 1 year<br>control",NA,Yes,NA
im,JPRN-UMIN000026129,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000029759,"Nivolumab 3mg/kg, every 2 weeks",NA,Yes,NA
im,JPRN-UMIN000031793,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000036145,Sodium glucose cotransporter 2inhibitor,NA,NA,NA
im,JPRN-UMIN000035028,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000039927,Baloxavir marboxil<br>Oseltamivir<br>Laninamivir,NA,Yes,NA
main,JPRN-UMIN000035965,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000040963,Goreisan,NA,NA,NA
main,JPRN-UMIN000037291,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000042438,Luseogliflozin<br>Standard Therapy without Luseogliflozin,NA,NA,NA
main,KCT0003909,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=13801,Drug : Osimertinib 80mg once daily po every 6 weeks (=1 cycle),NA,NA,NA
main,KCT0004211,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=14441,"Drug : If a cardiac and cardiovascular surgery is carried out in the same way as a conventional surgery and it is determined that there are no more bleeding areas, the assigned test drug is applied around the heart and the surgery is terminated. The test drug is assigned and applied to clinical subjects, divided into one to one placebo group and one to one for the Tranexamatic acid low dose group (1g) and two to one for the high dose group (2.5g) according to a random assignment table.",NA,NA,NA
im,NCT02691130,https://clinicaltrials.gov/show/NCT02691130,Biological: Multimeric 001 (M-001);Biological: H5N1 influenza vaccine;Biological: Saline,Yes,NA,NA
im,NCT02708173,https://clinicaltrials.gov/show/NCT02708173,Biological: One dose of Quadrivalent Influenza Virus Vaccine;Biological: One dose of Quadrivalent Influenza Virus Vaccine,Yes,NA,NA
im,NCT02719743,https://clinicaltrials.gov/show/NCT02719743,Biological: Influenza A (H5N1) Virus monovalent vaccine (GSK1557484A).;Biological: Influenza A (H5N1) Virus monovalent vaccine (GSK1557484A).;Biological: Influenza A (H5N1) Virus monovalent vaccine (GSK1557484A).,Yes,NA,NA
im,NCT02739568,https://clinicaltrials.gov/show/NCT02739568,Drug: Pitolisant (BF2.649);Drug: Placebo,NA,NA,NA
im,NCT02774044,https://clinicaltrials.gov/show/NCT02774044,Drug: Cadisurf;Drug: Survanta,NA,NA,NA
im,NCT02809209,https://clinicaltrials.gov/show/NCT02809209,Biological: IVACFLU-S;Biological: Placebo,NA,NA,NA
im,NCT02831608,https://clinicaltrials.gov/show/NCT02831608,Biological: Influenza vaccine;Biological: Placebo,Yes,NA,NA
im,NCT02836340,https://clinicaltrials.gov/show/NCT02836340,Drug: 2-Iminobiotin;Drug: 2-Iminobiotin;Drug: 2-Iminobiotin,NA,NA,NA
im,NCT02853929,https://clinicaltrials.gov/show/NCT02853929,Biological: Infanrix hexa,NA,NA,NA
im,NCT02903836,https://clinicaltrials.gov/show/NCT02903836,Drug: Nafithromycin 800 mg 3 days;Drug: Nafithromycin 800 mg 5 days;Drug: Moxifloxacin 400 mg,NA,Yes,NA
im,NCT02987374,https://clinicaltrials.gov/show/NCT02987374,Biological: 2011-2012 Fluzone IIV3 (IM);Biological: 2011-2012 Fluzone IIV3 (IM);Biological: 2011-2012 Fluzone IIV3 (IM);Biological: 2011-2012 Fluzone IIV3 (IM),Yes,NA,NA
im,NCT03020498,https://clinicaltrials.gov/show/NCT03020498,Biological: Fluzone;Biological: FluMist;Biological: Fluzone;Biological: FluMist;Biological: Fluzone;Biological: FluMist,Yes,NA,NA
im,NCT03020537,https://clinicaltrials.gov/show/NCT03020537,Biological: Fluzone;Biological: Fluzone;Biological: Fluzone,Yes,NA,NA
im,NCT03027609,https://clinicaltrials.gov/show/NCT03027609,Drug: AR-105;Drug: placebo,NA,NA,NA
im,NCT03068741,https://clinicaltrials.gov/show/NCT03068741,Drug: Comparison 1: Prehospital Ceftriaxone;Drug: Comparison 1: Placebo;Drug: Comparison 2: Liberal fluids;Drug: Comparison 2: Conservative fluids,NA,NA,NA
im,NCT03122639,https://clinicaltrials.gov/show/NCT03122639,Drug: Atorvastatin 10mg;Drug: Placebo,NA,NA,NA
im,NCT03143101,https://clinicaltrials.gov/show/NCT03143101,Biological: FluMist Quadrivalent 2017-2018 formulation;Biological: FluMist Quadrivalent 2015-2016 formulation;Biological: FluMist Trivalent 2015-2016 formulation;Biological: FluMist Quadrivalent 2017-2018 formulation;Biological: FluMist Quadrivalent 2015-2016 formulation;Biological: FluMist Trivalent 2015-2016 formulation;Biological: FluMist Quadrivalent 2017-2018 formulation;Biological: FluMist Quadrivalent 2015-2016 formulation;Biological: FluMist Trivalent 2015-2016 formulation;Biological: FluMist Quadrivalent 2017-2018 formulation;Biological: FluMist Quadrivalent 2015-2016 formulation;Biological: FluMist Trivalent 2015-2016 formulation,NA,NA,NA
im,NCT03160118,https://clinicaltrials.gov/show/NCT03160118,"Drug: Seasonal,quadrivalent,influenza vaccine;Drug: Seasonal,quadrivalent,influenza vaccine;Drug: Seasonal,quadrivalent,influenza vaccine;Drug: Seasonal,quadrivalent,influenza vaccine",Yes,NA,NA
im,NCT03186742,https://clinicaltrials.gov/show/NCT03186742,Drug: Eplerenone 50 mg Tab;Drug: Eplerenone 50 mg Tab;Drug: Eplerenone 50 mg Tab;Drug: Eplerenone 50 mg Tab,NA,NA,NA
im,NCT03202394,https://clinicaltrials.gov/show/NCT03202394,Drug: BIO-11006;Drug: Placebo,NA,NA,NA
im,NCT03208101,https://clinicaltrials.gov/show/NCT03208101,Biological: DTP-HepB-IPV-Hib vaccine;Biological: DTP-HepB-Hib vaccine & IPV,Yes,NA,NA
im,NCT03208361,https://clinicaltrials.gov/show/NCT03208361,Drug: Penicillin V;Drug: Amoxicillin;Drug: Penicillin V;Drug: Amoxicillin;Drug: Penicillin V;Drug: Amoxicillin;Drug: Penicillin V;Drug: Amoxicillin,NA,NA,NA
im,NCT03235986,https://clinicaltrials.gov/show/NCT03235986,Drug: nCPAP (nasal Continuous Positive Airway Pressure) + Nebulised Curosurf® (Part I);Drug: nCPAP (nasal Continuous Positive Airway Pressure) + Nebulised Curosurf® (Part II);Other: nCPAP (nasal Continuous Positive Airway Pressure) alone (Part I);Other: nCPAP (nasal Continuous Positive Airway Pressure) alone (Part II),NA,NA,NA
im,NCT03275415,https://clinicaltrials.gov/show/NCT03275415,Drug: budesonide;Drug: Saline,NA,NA,NA
im,NCT03282240,https://clinicaltrials.gov/show/NCT03282240,Biological: QIV-HD;Biological: Licensed TIV-HD1;Biological: Investigational TIV-HD2,NA,NA,NA
im,NCT03330132,https://clinicaltrials.gov/show/NCT03330132,Biological: Standard inactivated influenza vaccine (NH formulation);Biological: MF 59 adjuvanted inactivated influenza vaccine (NH formulation);Biological: High-dose inactivated influenza vaccine (NH formulation);Biological: Recombinant hemagglutinin inactivated influenza vaccine (NH formulation),Yes,NA,NA
im,NCT03336619,https://clinicaltrials.gov/show/NCT03336619,Drug: Nitazoxanide;Drug: Placebo,NA,NA,NA
im,NCT03337373,https://clinicaltrials.gov/show/NCT03337373,Drug: cisatracurium,NA,NA,NA
im,NCT03345992,https://clinicaltrials.gov/show/NCT03345992,Drug: Clarithromycin;Drug: Water for injection,NA,Yes,NA
im,NCT03380507,https://clinicaltrials.gov/show/NCT03380507,Drug: Triple therapy group,NA,NA,NA
im,NCT03383887,https://clinicaltrials.gov/show/NCT03383887,Drug: Placebo oral capsule;Drug: DAW1033D oral capsule,NA,NA,NA
im,NCT03441373,https://clinicaltrials.gov/show/NCT03441373,Drug: XC8 20 mg;Drug: XC8 100 mg;Drug: XC8 200 mg;Drug: Placebo,NA,NA,NA
im,NCT03450915,https://clinicaltrials.gov/show/NCT03450915,Biological: M-001;Biological: Saline,NA,NA,NA
im,NCT03453801,https://clinicaltrials.gov/show/NCT03453801,Biological: Fluzone®;Biological: FluMist®,Yes,NA,NA
im,NCT03454217,https://clinicaltrials.gov/show/NCT03454217,Drug: Oxycodone;Drug: Tramadol,NA,NA,NA
im,NCT03459391,https://clinicaltrials.gov/show/NCT03459391,Drug: XC221 60 mg;Drug: XC221 200 mg;Drug: Placebo;Drug: XC221 60 mg;Drug: XC221 200 mg;Drug: Placebo;Drug: XC221 60 mg;Drug: XC221 200 mg;Drug: Placebo,NA,NA,NA
im,NCT03489018,https://clinicaltrials.gov/show/NCT03489018,Biological: PCV10;Biological: PCV13,NA,NA,NA
im,NCT03530124,https://clinicaltrials.gov/show/NCT03530124,Biological: PCV13;Biological: DTaP;Biological: HBV;Biological: IPV;Biological: Hib,NA,NA,NA
im,NCT03567577,https://clinicaltrials.gov/show/NCT03567577,Drug: Solnatide 25 mg powder for reconstitution for solution for inhalation;Drug: 0.9% Saline Solution,NA,NA,NA
im,NCT03581903,https://clinicaltrials.gov/show/NCT03581903,Biological: H7N3 pLAIV;Biological: H7N9 pIIV,NA,NA,NA
im,NCT03592277,https://clinicaltrials.gov/show/NCT03592277,Drug: Vitamin C;Drug: Vitamin B1,NA,NA,Yes
im,NCT03607071,https://clinicaltrials.gov/show/NCT03607071,Drug: Prednisolone and taper,NA,NA,NA
im,NCT03608514,https://clinicaltrials.gov/show/NCT03608514,Drug: Experimental,NA,NA,NA
im,NCT03614975,https://clinicaltrials.gov/show/NCT03614975,Biological: Flucelvax inactivated influenza vaccine;Biological: Fluzone inactivated influenza vaccine,Yes,NA,NA
