TrialID,url,Scientific_title,Primary_sponsor,sponsor_type
JPRN-jRCTs031190015,https://jrct.niph.go.jp/latest-detail/jRCTs031190015,Prospective multi-center study on pathophysiological features of generalized myasthenia gravis(MG)patients treated with eculizumab: Chronological changes of blood complement proteins and MG-related antibody titers in Japanese patients - PREDICT-MG,Murai Hiroyuki,NA
JPRN-jRCTs041190070,https://jrct.niph.go.jp/latest-detail/jRCTs041190070,Phenylephrine infusion for prevention of hypotension during spinal anesthesia for elective cesarean section,Nakashima Daiki,NA
JPRN-jRCTs011180015,https://jrct.niph.go.jp/latest-detail/jRCTs011180015,Multicenter prospective single-group study of three-day regimen of oseltamivir (Tamiflu) for postexposure prophylaxis - Three-day regimen of oseltamivir for postexposure prophylaxis,Ishiguro Nobuhisa,NA
JPRN-jRCTs051180111,https://jrct.niph.go.jp/latest-detail/jRCTs051180111,Evaluation of the efficacy of Sofosbuvir and Ribavirin in children with genotype 2 hepatitis C virus infection,Tajiri Hitoshi,NA
JPRN-jRCT1031180196,https://jrct.niph.go.jp/latest-detail/jRCT1031180196,Optimal tapering regimens of glucocorticoid for severe systemic lupus erythematosus: multi-center randomized open label trial,Tamura Naoto,NA
JPRN-jRCTs031190084,https://jrct.niph.go.jp/latest-detail/jRCTs031190084,A phase II study of Atezolizumab for advanced / recurrent Non-Small Cell Lung Cancer with Idiopathic Interstitial Pneumonias - TORG1936 / AMBITIOUS study,KATO Terufumi,NA
JPRN-UMIN000021060,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000024282,NA,Hirotsu Clinic,NA
JPRN-jRCT1041190001,https://jrct.niph.go.jp/latest-detail/jRCT1041190001,A Prospective Multicenter Randomized Controlled Trial for the Effect of High-dose Corticosteroid on Refractory Mycoplasma Pneumoniae Pneumonia in Children - HDCORMPC,Takahashi Yoshiyuki,NA
JPRN-jRCTs011180015,https://jrct.niph.go.jp/latest-detail/jRCTs011180015,Multicenter prospective single-group study of three-day regimen of oseltamivir (Tamiflu) for postexposure prophylaxis - Three-day regimen of oseltamivir for postexposure prophylaxis,Ishiguro Nobuhisa,NA
JPRN-UMIN000030830,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000035189,NA,Murayama Pediatrics,NA
JPRN-jRCTs031180322,https://jrct.niph.go.jp/latest-detail/jRCTs031180322,Effect of peramivir on respiratory symptom improvement in patients with respiratory disease -comparative evaluation: peramivir maximal dose (600mg) repeat-dosing (2days) vs standard dose (300mg) single-dosing vs oseltamivir (75mg bid) 5days treatment-,Kato Motokazu,NA
JPRN-jRCTs041180086,https://jrct.niph.go.jp/latest-detail/jRCTs041180086,Clinical study about the safety of Orexin receptor antagonist Suvorexant for severe sleep apnea syndrome - Clinical study about the safety of Suvorexant for severe sleep apnea syndrome,Imaizumi Kazuyoshi,NA
JPRN-UMIN000021109,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000024356,Preventive effect of Sivelestat Na Hydrate on postoperative acute exacerbation of idiopathic interstitial pneumonia in the patient with lung cancer - Preventive effect of Sivelestat Na Hydrate on postoperative acute exacerbation of idiopathic interstitial pneumonia in the patient with lung cancer (Sivelestat trial),Japanese Northern East Area Thoracic Surgery Study Group (JNETS),NA
JPRN-jRCT2071200041,https://jrct.niph.go.jp/latest-detail/jRCT2071200041,Prevention of aggravation of mechanical ventilation required pneumonia caused by COVID - 19 using adrenomedullin - Investigator initiated phase 2a trial - AM-P2-COVID,Kita Toshihiro,NA
JPRN-jRCTs041200025,https://jrct.niph.go.jp/latest-detail/jRCTs041200025,"Japanese, multicenter, phase II trial of combination therapy with favipiravir and corticosteroids for coronavirus disease 2019 (COVID-19) patients with mild respiratory failure - J-CRITICAL trial",Yuichiro Shindo,NA
JPRN-jRCTs031200196,https://jrct.niph.go.jp/latest-detail/jRCTs031200196,"A multicenter, randomized controlled trial to evaluate the effect of favipiravir, camostat mesilate and inhaled ciclesonide for COVID-19 pneumonia",Tsushima Kenji,NA
JPRN-jRCTs031190269,https://jrct.niph.go.jp/latest-detail/jRCTs031190269,"A multicenter, open-label, randomized controlled phase II study to evaluate the efficacy and safety of inhaled ciclesonide for asymptomatic and mild patients with COVID-19 - RACCO trial",Sugiyama Haruhito,NA
JPRN-jRCT2031200180,https://jrct.niph.go.jp/latest-detail/jRCT2031200180,A Phase II/III Study of Sargramostim in Patients with Coronavirus Disease-2019 (COVID-19) - NPC-26-1,Taniguchi Masaki,NA
JPRN-jRCTs031200026,https://jrct.niph.go.jp/latest-detail/jRCTs031200026,"Multicenter, Single blinded Randomized Controlled, Comparative Study to Evaluate the Efficacy and Safety of Favipiravir and Nafamostat Mesilate in Patients with COVID-19 Pneumonia",Kyoji Moriya,NA
JPRN-jRCTs031190226,https://jrct.niph.go.jp/latest-detail/jRCTs031190226,A prospective multi-center open trial to evaluate the safety and efficacy of favipiravir in patients infected with COVID-19.,Tokue Yutaka,NA
JPRN-jRCTs051200036,https://jrct.niph.go.jp/latest-detail/jRCTs051200036,Efficacy and safety of nintedanib on lung fibrosis in severe pneumonia induced by coronavirus disease 2019: Historical control study.,Umemura Yutaka,NA
JPRN-jRCT2031200126,https://jrct.niph.go.jp/latest-detail/jRCT2031200126,"A Phase 3 Open-label, Randomized, Controlled Study to Evaluate the Efficacy and Safety of Intravenously Administered Ravulizumab Compared With Best Supportive Care in Patients With COVID-19 Severe Pneumonia, Acute Lung Injury, or Acute Respiratory Distress Syndrome",Yokosawa Jun,NA
ChiCTR2000033323,http://www.chictr.org.cn/showproj.aspx?proj=54346,Severe Reluctant COVID-19 Patients Responding to Convalescent  Plasma; A case series,none,NA
CTRI/2019/09/021027,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35964,STUDY OF EFFICACY OF JIVANIYA GHRITA ON ANGER,DrArvind Pathak,NA
CTRI/2019/05/019450,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=34202,Conceptual and Applied Study of Upahat Vayu in Context to Air Pollution and Role of Pippali Rasayan in it.,Director IPGT and RA GAU Jamnagar Gujarat,NA
CTRI/2019/01/016960,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=28927,Comparative evaluation of efficacy  and safety of 6% Tulsi extract and 0.2% Chlorhexidine mouth wash on periodontal health status of well controlled type 2 diabetic patients aged 45â??55 years in Davangere city â??  A concurrent parallel trial- pilot study,Nil,NA
CTRI/2019/02/017722,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=31485,Effect of Unani formulation in Heavy Menstrual Bleeding-A clinical study,National institue of Unani medicine,NA
CTRI/2019/06/019614,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=34372,Comparison of efficacy of different modes of induction in predicting the outcome of labour- A Randomized controlled trial,Joseph nursing home,NA
CTRI/2019/09/021275,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=32178,Comparative study of Ormeloxifene versus Medroxyprogesterone Acetate in abnormal uterine bleeding in perimenopausal women,Nivedita Chawla,NA
CTRI/2019/02/017575,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=31281,"A double blind randomized study on comparision of safety and efficacy of caudal,thoracic epidural and intravenous analgesia in paediatric cardiac surgery",vrajesh kumar kodali,NA
CTRI/2019/03/017893,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=30681,A randomized double blinded comparative study of Intravenous Enalapril with  Clonidine for stress attenuation during intubation and prone positioning in spine surgeries,SRM MCH RC CHENNAI,NA
CTRI/2019/08/020653,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35490,Desmopressin Reduces Bleeding Risk after Percutaneous Kidney Biopsy : A Randomized Controlled Study,SGPGI,NA
CTRI/2019/04/018410,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=31674,EVALUATION OF DIFFERENT CONCENTRATION OF BHRINGRAJ TAILA ON PALITYA,Rishikul campus,NA
CTRI/2019/07/020455,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=33252,EFFECT OF TOPICAL SUCRALFATE CREAM ON PAIN FOLLOWING FISTULECTOMY-A RANDOMIZED CONTROLLED TRIAL,JIPMER,NA
CTRI/2019/03/018134,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=31942,"A 52-week, Randomized, Double-blind, Placebo-controlled, Phase 3 Study to Evaluate the Safety and Efficacy of Relamorelin in Patients with Diabetic Gastroparesis",Allergan,NA
CTRI/2019/03/017987,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=31815,A randomised control study for comparison of dexmedetomidine and clonidine infusion on hemodynamic stability in patients undergoing laparoscopic surgeries,Rahul SS,NA
CTRI/2019/09/021164,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=35430,Vitamin-D3 supplementation with Imatinib in chronic phase chronic myeloid leukemia: A exploratory Randomized Control Trial,Arkapal Bandyopadhyay,NA
CTRI/2019/06/019601,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=34057,Assessment of the postoperative analgesic efficacy of dexamethasone as an adjuvant to ropivacaine in transversus abdominis plane block in lower abdominal surgeries,Himani Garg,NA
CTRI/2019/05/019355,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=34078,"Single arm, open label, prospective clinical trial to assess the safety and efficacy of Gplife Advanced Diabetic Support Tablet as adjuvant therapy in patients with diabetes",Mr Ghanshyam Goti,NA
CTRI/2019/05/018958,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=32844,Comparison of opioid based anaesthesia vs opioid free anaesthesia in patient undergoing off pump coronary artery bypass grafting surgery(OFCABG Trial)- a randomized controlled trial,Harshil Joshi,NA
CTRI/2018/09/015844,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=27477,A combination therapy of Norepinephrine PLUS Dobutamine as a first line agent in fluid refractory pediatric septic shock - A Randomized Controlled Trial,AIIMS,NA
CTRI/2018/01/011387,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=21993,Indian Herbal Medicine for Influenza- Randomized Controlled Study,Organic India,NA
CTRI/2017/01/007726,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=14266,A PILOT RANDOMIZED CONTROLLED TRIAL COMPARING â??LOWER VERSUS HIGHER HEMOGLOBIN THRESHOLDâ?? FOR TRANSFUSION IN CHILDREN WITH ACUTE RESPIRATORY DISTRESS SYNDROME. - TRICARDS,PGIMER CHANDIGARH,NA
CTRI/2017/11/010688,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=11981,Effect of Sildenafil on mortality in term Neonates with hypoxemic respiratory failure due to persistent pulmonary hypertension - SIPHON,DrDeepti,NA
CTRI/2017/08/009273,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=17286,"24-hour pre-treatment with high dose versus low dose dexamethasone in prevention of post -extubation airway obstruction in childrenA Randomized, open-label,controlled trial",PGIMER CHANDIGARH,NA
CTRI/2019/10/021690,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=37279,Administration of surfactant by modified InSurE Vs InSurE in preterm neonates with Respiratory Distress Syndrome â?? A Randomized Controlled Trial,Not Applicable,NA
CTRI/2017/02/007782,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=12039,Role of Steroids in Acute Viral Lower Respiratory Tract Infections: A Randomized Double Blind Placebo Controlled Trial - SAVI-LRTI trial,Laxman hanmanthappa bidari,NA
CTRI/2020/07/026468,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44844,"A Randomized, Open Label, Parallel Efficacy, Active Control, Multi- Centre Exploratory Drug Trial to Evaluate Efficacy and Safety of an Ayurvedic Formulation III [Yashtimadhu] as Adjunct Treatment to Standard of Care for the management of Mild to Moderate COVID-19 Patients",AYUSHCSIR,NA
CTRI/2020/07/026463,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43844,"A Randomized, Open Label, Single Centre, Observational, Prospective, Clinical Study to Evaluate the Efficacy and Safety of GanjhuVir syrup and tablet when administered along with Standard of Care (SOC) and compared against SOC in Covid-19 positive patients.",Radhika Ayurveda Research and Development,NA
CTRI/2020/07/026570,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45007,"A double blind randomized controlled trial to assess safety and efficacy of Cap. IP in COVID-19 positive patients with mild to moderate severity for early recovery, in restoring respiratory health and in improvement in innate immunity",AMAI Charitable Trust Pune,NA
CTRI/2020/09/028088,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47829,"Open Label Randomized trial of Colchicine, Aspirin and Montelukast for prevention of Adult Multisystem Inflammatory Syndrome in SARS-CoV-2 patients - CAM-Covid-19",Vivek Chauhan,NA
CTRI/2020/10/028695,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43749,Role of Oral Vitamin C in Reducing the Duration and Severity of symptoms in COVID-19 Positive Patients: Prospective Randomized Controlled Trial,Nil,NA
CTRI/2020/06/025650,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44412,A Prospective Cohort Interventional Study Assessing the Safety and Outcome of Unani Medicine as a Prophylaxis in Population at risk of COVID-19,Ministry of AYUSH Government of India,NA
CTRI/2020/06/025575,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43076,Safety and efficacy of antiviral combination therapy in symptomatic patients of Covid-19 infection - a randomised control trial - SEV-Covid Trial,AIIMS Rishikesh,NA
CTRI/2020/06/026221,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44542,Evaluation of efficacy of Arogya Kashayam in Asymptomatic and Mild Symptomatic Positive Cases of Covid-19 -A Randomized  Control Study,Directorate of AYUSH Government of Madhya Pradesh,NA
CTRI/2020/08/027501,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44303,An open label proof of concept study to assess aspects of safety and efficacy of Nuvastaticâ?¢ (C5OSEW5050ESA) as an immunomodulator adjuvant therapy to the standard care of treatment in Covid 19 patients. - Covid Nuvastatic,NatureCeuticals Sdn Bhd,NA
CTRI/2020/09/028043,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47443,"A Prospective, Randomized, Open label Three Armed Clinical study to assess the role of
Vasa Ghana(whole Aqueous extract of Adhatoda vasica), Guduchi Ghana (whole Aqueous
extract of Tinospora cordifolia) and Vasa-Guduchi Ghana (whole Aqueous extract of
Adhatoda vasica &amp;Tinospora cordifolia combined) in management of symptoms and
preventing the progression of severity of the disease in SARS-CoV2 tested positive
asymptomatic and mild COVID-19 cases",Ministry of AYUSH Govt of India,NA
CTRI/2020/05/024962,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43237,"Effectiveness of topical povidone iodine (PVP-I) oropharyngeal and intranasal application during the current coronavirus pandemic amongst COVID-19 positive patients in Andhra Pradesh, India",WIN MEDICARE PVTLTD,NA
CTRI/2020/09/027938,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47586,A randomised double blind trial to evaluate the activity of formulation of Particle Life Sciences in the management of SARS-CoV-2 Infection.,Particle Life Sciences,NA
CTRI/2020/10/028471,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48593,"Immunological Effect of the drug â??Immuneâ??- an Ayurveda medication in COVID-19 patients
",NGR Vishnu Sri,NA
CTRI/2020/06/026187,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45027,"Phase II, open label, randomized controlled trial to evaluate Safety and Efficacy of ACT12 Tablet and ACT 13 dry syrup as an immunomodulator in adult Covid 19 positive patients - Nil",Mr Ghanshyam Goti,NA
CTRI/2020/06/025855,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44386,Efficacy of Ayurveda Intervention (AYUSH 64) as add-on therapy in COVID 19 patients - An open label randomized controlled trial,IPGT and RA,NA
CTRI/2020/05/024983,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43204,"Usage of topical lignocaine to decrease the gag reflex
while sampling for Covid-19: Does it affect the yield of

specimen?",AIIMS New Delhi,NA
CTRI/2020/07/026471,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45318,"A prospective, non-randomized, single-arm interventional study to assess the safety and efficacy of Siddha Sasthric Medicines â?? Fixed Regimen in the prevention of COVID-19 disease progression of asymptomatic, and mild at Siddha COVID Care Centre, Chennai, 2020 (SSM-FiRe) - SSM-FiRe",The Directorate of Indian Medicine and Homoeopathy,NA
CTRI/2020/05/025276,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43892,A Pilot study to estimate the effectiveness of Ayurvedic intervention in COVID-19 positive cases,Ch Brahm Prakash Ayurved Charak Sansthan,NA
CTRI/2020/06/025798,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44460,"An open label multi-centre randomized control trial for reinitiating intravesical BCG therapy vs resumption in patients of Non Muscle Invasive Bladder Cancer with interruption of therapy due to the COVID-19 (ICON STUDY) 
 - ICON",None,NA
CTRI/2020/07/026340,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44929,Prospective study to assess therapeutic role of Zinc in COVID-19 patients,Ramen Goel,NA
CTRI/2020/07/026922,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45909,An Open Label Single arm Clinical Trial on the effectiveness of Ayurveda interventions in the management of Hospitalized Mild to moderate COVID-19 patients.,State plan management Unit National Health Mission Uttar Pradesh,NA
ACTRN12619000423112,https://anzctr.org.au/ACTRN12619000423112.aspx,STimulating ß3 Adrenergic Receptors to improve change in exercise performance on a graded treadmill  in patients with Peripheral Arterial Disease.,North Sydney Local Health District,NA
ACTRN12619000720112,https://anzctr.org.au/ACTRN12619000720112.aspx,Exploring the role of androgen receptor blockade in increasing the expression of prostate specific membrane antigen (PSMA) and enhancing 68Ga-PSMA-11-PET/CT imaging in patients with metastatic prostate cancer,GenesisCare,NA
ACTRN12619000583145,https://anzctr.org.au/ACTRN12619000583145.aspx,"A Phase II, Signal-Seeking Trial of the Clinical Benefit Rate Associated with Pamiparib in Subjects with Germline or Somatic BRCA1/2 High Grade Serous Ovarian Cancer or carcinosarcoma who have progressed on P-gp substrate chemotherapy or PARP inhibitors with the Presence of an ABCB1 Fusion and the Absence of a BRCA1/2 Reversion",Australia New Zealand Gynaecological Oncology Group,NA
ACTRN12619000118101,https://anzctr.org.au/ACTRN12619000118101.aspx,A Clinical Study of Pre and Post Vaccination Serology in Children Receiving the Seasonal Southern Hemisphere Formulation of Inactivated Influenza Vaccine,Women's and Children's Health Network,NA
ACTRN12620000676910,https://anzctr.org.au/ACTRN12620000676910.aspx,"Allogeneic Amniotic Epithelial Cells for the Treatment of COVID-19 related respiratory failure, a pilot feasibility randomised controlled trial",Monash Health,NA
ACTRN12620000982910,https://anzctr.org.au/ACTRN12620000982910.aspx,"A randomized double-blind placebo-controlled trial of oral ivermectin outpatient treatment, to prevent hospitalisation, of those at high risk for hospitalization due to SARS-CoV-2 (COVID-19)",Neuroscience Trials Australia,NA
ACTRN12620000731998,https://anzctr.org.au/ACTRN12620000731998.aspx,Safety and efficacy of a pharmacological strategy using Losartan in hospital patients with COVID-19,NSW Health via the Hunter New England Local Health District,NA
ISRCTN73285902,http://isrctn.com/ISRCTN73285902,"A Randomised, Double-Blind, Placebo-Controlled, Crossover Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of a Single Application of a Transdermal Patch Formulation of Hyoscine and Physostigmine in Healthy Male Subjects with Pigmented Skin of Grade 5 on the Fitzpatrick Skin Scale",Defence Science Technology Laboratory (Dstl),NA
ISRCTN17538725,http://isrctn.com/ISRCTN17538725,"Epidural hydromorphone vs epidural morphine for the management of pain in patients between 60 to 80 years old with postherpetic neuralgia: a randomized, double-blind, parallel-controlled, non-inferiority study",Science and Technology Commission of Shanghai Municipality,NA
KCT0003479,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=12940,Clinical efficacy of toothpaste with anticalculus agent in chronic periodontitis: Randomized controlled clinical trial.,AmorePacific,NA
NL7733,https://trialregister.nl/trial/7733,The effect of statin treatment on arterial wall inflammation in patients with diabetesmeasured by 68Ga DOTATATE PET-CT,None,NA
PACTR201905466349317,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=8119,PROPHYLACTIC ROLE OF AMOXICILLIN ON POSTOPERATIVE MORBIDITY AFTER (ADENO)TONSILLECTOMY AMONG CHILDREN IN NORTHERN TANZANIA: A DOUBLE BLIND RANDOMIZED PLACEBO CONTROLLED TRIAL,NA,NA
DRKS00016907,http://www.drks.de/DRKS00016907,Evaluation of baseline fracture risk in younger postmenopausal women with breast cancer using different risk assessment methods - EPI -OSt,Univ.Klinik für Nuklearmedizin,NA
PER-025-19,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=025-19,"A PHASE II, RANDOMIZED, ACTIVE-CONTROLLED, MULTI-CENTERSTUDY COMPARING THE EFFICACY AND SAFETY OF TARGETEDTHERAPY OR CANCER IMMUNOTHERAPY GUIDED BY GENOMICPROFILING VERSUS PLATINUM-BASED CHEMOTHERAPY INPATIENTS WITH CANCER OF UNKNOWN PRIMARY SITE WHOHAVE RECEIVED THREE CYCLES OF PLATINUM DOUBLETCHEMOTHERAPY.",NA,NA
PACTR201909547623017,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=8285,Effect of Amlodipine versus Bisoprolol on Hypertensive Patients with End-stage Renal Disease on Maintenance Hemodialysis.,Ahmed Youssef,NA
PACTR201706002232945,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=2232,Respiratory and hemodynamic effects of three different sedative regimens for drug induced sleep endoscopy in sleep apnea patients. A prospective randomized study,Rehab Said ElKalla,NA
TCTR20180614004,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=3597,"A randomized, placebo controlled trial on the effect of intranasal corticosteroid as a treatment for moderate to severe obstructive sleep apnea with coexisting chronic rhinitis",NONE,NA
TCTR20170802004,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=2731,Influenza vaccination campaign in an Emergency Department to increase Influenza vaccination coverage: a prospective interventional study.,None,NA
TCTR20180302002,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=3296,"Effect of Vitamin C, thiamine and hydrocortisone on mortality in septic shock, a randomized placebo-controlled trial",no,NA
PER-054-20,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=054-20,"COVID-19: A PHASE 2A, PARTIALLY OBSERVER-BLIND, MULTICENTER, CONTROLLED, DOSE-CONFIRMATION CLINICAL TRIAL TO EVALUATE THE SAFETY, REACTOGENICITY AND IMMUNOGENICITY OF THE INVESTIGATIONAL SARS-COV-2 MRNA VACCINE CVNCOV IN ADULTS >60 YEARS OF AGE AND 18 TO 60 YEARS OF AGE","CureVac AG,",NA
NL8578,https://trialregister.nl/trial/8578,Alkaline phosphatase for reducing systemic inflammatory response syndrome (SIRS) in patients with Sars-CoV-2 infection and acute respiratory insufficiency (COVID 19),Rode Kruis ziekenhuis Beverwijk,NA
PACTR202006760881890,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12168,"A Multi-Center, Randomized, Double-Blind, Placebo- Controlled Clinical Trial of the Safety and Efficacy of Convalescent Plasma for the Treatment of COVID-19 in Hospitalized Patients in Lagos State
",Lagos State Government,NA
PER-060-20,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=060-20,"RANDOMIZED PHASE 2 CLINICAL TRIAL TO EVALUATE SAFETY AND EFFICACY OF THE USE OF PLASMA FROM CONVALESCENT PATIENTS WITH THE NEW CORONAVIRUS DISEASE (COVID-19) FOR THE EXPERIMENTAL TREATMENT  OF PATIENTS HOSPITALIZED IN THE CENTRO MEDICO NAVAL ""CIRUJANO MAYOR SANTIAGO TAVARA""
","Marina de Guerra del Peru,",NA
PACTR202011523101903,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13475,"Efficacy, Immunogenicity, and Safety of SARS-CoV-2 Recombinant Protein Vaccine with Adjuvant in Adults 18 Years of Age and Older. COVID-19
",NA,NA
RBR-3fz9yr,http://www.ensaiosclinicos.gov.br/rg/RBR-3fz9yr/,Use of mesenchymal cells for the treatment of patients with severe acute respiratory syndrome caused by SARS-CoV-2 - : Coronavirus infections,"Paulo Roberto Slud Brofman - Curitiba, PR, Brazil",NA
LBCTR2020043495,https://lbctr.moph.gov.lb/Trials/Details/4658,An international randomised trial of additional  treatments for COVID-19 in hospitalised patients who are all receiving the local standard of care - SOLIDARITY,WHO,NA
RPCEC00000335,https://rpcec.sld.cu/en/trials/RPCEC00000335-En,Safety and effectiveness of BIOMODULINA T in a long-lived population at high risk of COVID-19 infection. Interventional Study (COVID-19),Centro Nacional de Biopreparados (BioCen),NA
PACTR202007720062393,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12183,Combination Therapies to Reduce the Nasopharyngeal Carriage of SARS-CoV-2 and Improve the Outcome of COVID-19 Infection in Ivory Coast (INTENSE-COV): a Phase IIb Randomized Clinical Trial,Inserm ANRS,NA
RBR-35734p,http://www.ensaiosclinicos.gov.br/rg/RBR-35734p/,Randomized clinical trial phase I/II for the use of angiotensin-(1-7) in the treatment of severe infection by Sara-CoV-2,"Angitec - Nova Lima, MG, Brazil",NA
PACTR202010718451278,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13432,Factors affecting transmission of SARS-CoV-2 in Households of SARS-CoV-2 patients in Sub-Saharan Africa. COVID-19,DNDi,NA
