TrialID,url,Scientific_title,Conditions,study_arm,start_date,control_arm,randomisation,blinding,prospective,source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,Study_design,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
ACTRN12618001090202,https://anzctr.org.au/ACTRN12618001090202.aspx,Coadministration of Malignancy and Infection specific T cells after allogeneic stem cell Transplant for Acute Leukaemia with CD34+ selected stem cells,Acute Leukaemia;Cytomegalovirus;Epstein-Barr Virus;Varicella Zoster Virus;BK Virus;Influenza virus;Aspergillus; <br>Acute Leukaemia <br>Cytomegalovirus <br>Epstein-Barr Virus <br>Varicella Zoster Virus <br>BK Virus <br>Influenza virus <br>Aspergillus;Cancer - Leukaemia - Acute leukaemia;Infection - Studies of infection and infectious agents,im,2018-10-12T00:00:00Z,No,Not applicable,No,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,No,Treatment,Non industry,20,No,Yes,No,No,No,No,No,No,Purpose: Treatment; Allocation: Non-randomised trial; Masking: Open (masking not used);Assignment: Single group;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2018-06-29T00:00:00Z,Phase 1,Coadministration of Malignancy and Infection specific T cells after allogeneic stem cell Transplant for Acute Leukaemia with CD34+ selected stem cells,Australia,"Western Sydney Local Health District, Westmead Hospital","The study treatment will consist of an infusion of CD34 selected donor stem cells on day 0 of the fully-matched related allogeneic bone marrow transplant. A minimum of 21 days following the transplant, one intravenous infusion of 2 x 107/m2 of pathogen specific T cells will be given over 1 minute to all patients following myeloid engraftment. In addition, up to a total of four intravenous infusions of 2x107/m2 either WT1 specific T cells for patients with AML or CAR19 T cells for patients with ALL will be given to the patient no less than 28 days apart unless contraindicated. Such contraindications are fever, hypotension, tachycardia, hypoxemia, graft versus host disease greater than or equal to grade II in the week prior to infusion, abnormal liver function >3x upper limit normal. The pathogen specific and malignancy specific cells can be given and monitored as an outpatient (eg: the Cancer Day Suite) by study investigators or other staff as delegated by the investigator's (eg: BMT Fellow, Clinical Nurse Specialists, Nurse Practitioners). The patients will be followed up at 3 months post transplant and 6 months post transplant.  ALL patients will be followed up at additional time points of 12months and yearly for 15 years for the detection of long term adverse event outcomes.  The bone marrow transplant will occur and delivered as an inpatient as per standard of care."
ACTRN12618001675213,https://anzctr.org.au/ACTRN12618001675213.aspx,"A Pilot, Randomised Controlled Study to evaluate whether the administration of enteral Ivabradine plus standard care reduces tachycardia in critically ill adult patients with septic shock compared to standard care alone.",Tachycardia;Critical illness;Septic shock; <br>Tachycardia <br>Critical illness <br>Septic shock;Cardiovascular - Other cardiovascular diseases;Infection - Other infectious diseases,im,2018-11-30T00:00:00Z,Yes,Yes,No,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,No,Treatment,Non industry,20,No,Yes,No,No,No,No,No,No,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Open (masking not used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2018-10-11T00:00:00Z,Phase 3,"A Pilot, Randomised Controlled Study of Ivabradine for Heart Rate Reduction in Critically Ill Patients with Septic Shock",Australia,Perioperative and Critical Care Research Monash Medical Centre,"Enteral ivabradine 5mg twice daily in addition to standard care.<br>Study treatment will be given for a total of 120 hours (5 days) or until the patient is discharged from ICU (whichever occurs first). In the event of bradycardia with a HR of <50 or in the presence of symptomatic bradycardia or in the event of AF or any visual disturbance, Ivabra-dine will be discontinued. These data will be included in the final manuscript of the study."
ACTRN12618002028280,https://anzctr.org.au/ACTRN12618002028280.aspx,The C*STEROID Feasibility Study: Corticosteroids before planned caesarean section from 35+0 to 39+6 weeks,Caesarean section delivery;Respiratory distress syndrome;Transient tachypnoea of the newborn ;Neonatal hypoglycaemia; <br>Caesarean section delivery <br>Respiratory distress syndrome <br>Transient tachypnoea of the newborn  <br>Neonatal hypoglycaemia;Respiratory - Other respiratory disorders / diseases;Reproductive Health and Childbirth - Complications of newborn,im,2019-06-21T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,No,Prevention,Non industry,400,No,Yes,No,NA,NA,NA,NA,NA,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2018-12-18T00:00:00Z,Phase 3,"The C*STEROID Feasibility Study: a two-site, randomised placebo controlled trial of corticosteroids before planned caesarean section delivery at 35+0 to 39+6 weeks of pregnancy to determine feasibility for recruitment to the C*STEROID Trial.",New Zealand,University of Auckland,"Two doses of 11.4mg betamethasone by intramuscular injection into the thigh, arm or buttock, 24 hours apart given within seven days of planned caesarean section."
ACTRN12618002041235,https://anzctr.org.au/ACTRN12618002041235.aspx,"A Randomized Double-Blind, Placebo Controlled, Phase I Study of the Safety, Tolerability, and Immunogenicity of a Live Attenuated H1N1 Vaccine in Healthy Individuals",Influenza; <br>Influenza;Infection - Studies of infection and infectious agents,im,2019-04-24T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,Yes,Prevention,Industry,33,Yes,No,No,NA,NA,NA,NA,NA,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2018-12-20T00:00:00Z,Phase 1,"Follow-up study to determine the safety, maximum tolerable dose and ability to provoke an immune response of the Codavax intranasal Influenza Vaccine in healthy adult volunteers..",Australia,Clincial Network Services (CNS) Pty Ltd,"A randomized, double-blind, placebo controlled, Phase I study with 33 sero-susceptible individuals aged 18 to 45 years. <br><br>A total of 33 healthy individuals will be enrolled and randomized into 2 groups where each participant will receive a single dose of either CodaVax-H1N1, or placebo (22:11). Participants will receive one 0.1ml into both nostrils (one immediately after the other).<br><br>Twenty-two (22) participants will be administered CodaVax-H1N1 and 11 participants will be administered a placebo. All subjects will receive an intranasal (IN) dose of either CodaVax-H1N1,  or saline (placebo).<br><br>Arm 1: Intranasal dose of CodaVax-H1N1<br>Arm 2: Intranasal dose of Placebo (Saline)<br><br>CodaVax-H1N1 is a potential universal live attenuated influenza vaccine (LAIV) manufactured using a proprietary SAVE platform based on the H1N1 A/California/07/2009 (H1N1) strain. The vaccination dose will be 8 x 10^5 PFU in 200 microlitre of current Good Manufacturing Practice (cGMP) Dulbecco Modified Eagle Medium media and 7.5% sucrose, and is to be administered through an intranasal sprayer into one or both nostrils.<br><br>As the CodaVax-H1N1 dose is 8-times higher than the highest dose administered in the first clinical trial (UTN: U1111-1191-3515), the first 3 participants dosed with CodaVax-H1N1 will be sentinel participants. These participants will be monitored for 60 to 90 minutes immediately following dosing on Day 0 (visit 3), and return for testing on Day 2 (visit 3) and Day 6 (visit 4). If dosing of the sentinels proceeds without clinically significant adverse events (AEs) over 7 days, all remaining participants will be dosed.<br><br>Following vaccination all participants (CodaVax, and placebo) will be monitored at the clinic for at least 60-90 minutes following vaccination, after which they will return to the clinic (Day 2 and 6) to be monitored until Day 6 post-vaccination and on Day 30 post-vaccination for a Follow-up visit.<br><br>A soft-lock will be pla"
ACTRN12619000118101,https://anzctr.org.au/ACTRN12619000118101.aspx,A Clinical Study of Pre and Post Vaccination Serology in Children Receiving the Seasonal Southern Hemisphere Formulation of Inactivated Influenza Vaccine,Influenza; <br>Influenza;Infection - Other infectious diseases,im,2019-05-01T00:00:00Z,No,Not applicable,No,Yes,ANZCTR,Undefined,No,No,No,No,No,Yes,Unreported,Prevention,Non industry,40,Yes,No,No,No,No,No,No,No,Purpose: Prevention; Allocation: Non-randomised trial; Masking: Open (masking not used);Assignment: Single group;Type of endpoint: Efficacy;,FALSE,FALSE,2019-01-25T00:00:00Z,Not Applicable,A Clinical Study of Pre and Post Vaccination Serology in Children Receiving the Seasonal Southern Hemisphere Formulation of Inactivated Influenza Vaccine,Australia,Women's and Children's Health Network,"A total of 40 children (aged between 6 months and 9 years of age) will be enrolled into this research study.  After written and informed parental consent, a 3ml blood sample will be collected to determine the baseline anti-haemagglutination antibody titre. The participant will then be administered the Licensed Quadrivalent Seasonal Influenza vaccine according to the Australian Immunisation Handbook (AIH) guidlines. At the last visit, a second 3ml blood sample will be collected for the determination of post-vaccination antibody titres.<br><br>All participants will receive an intramuscular injection of the seasonal licensed southern hemisphere seasonal influenza vaccine according to the Australian Immunisation Handbook recommendation. The World Health Organisation (WHO) provides a recommendation for the composition of the Southern Hemisphere influenza virus vaccines.<br> <br>For Children aged 6 months to up to 3 years of age <br>FluQuadri Junior- Sanofi-Aventis Australia Pty Ltd (quadrivalent inactivated influenza virus). Each 0.25mL pre-filled syringe contains 7.5¬¨¬µg haemagglutinin of each of the four recommended influenza virus strains; 50¬¨¬µg formaldehyde; 125¬¨¬µg octoxinol 9; 0.5¬¨¬µg ovalbumin.<br><br>For Children aged 3 years of age and older<br>FluQuadri ‚Äö√Ñ√¨ Sanofi-Aventis Australia Pty Ltd (quadrivalent inactivated influenza virus). Each 0.5 mL pre-filled syringe contains 15 ¬¨¬µg haemagglutinin of each of the four recommended influenza virus strains; 100 ¬¨¬µg formaldehyde; 250 ¬¨¬µg octoxinol 9; 1 ¬¨¬µg ovalbumin.<br><br>According to the Australian Immunisation Handbook, children aged 6 months to <9 years receiving influenza vaccine for the first time require two doses, at least 4 weeks apart, to maximize the immune response to vaccine strains. For children who have previously received 1 or more doses of trivalent or quadrivalent influenza vaccine, only 1 dose of influenza vaccine is required in the current season and all seasons thereafter. Therefore participants in the study wi"
ACTRN12619000256178,https://anzctr.org.au/ACTRN12619000256178.aspx,Vitamin C administration in community acquired pneumonia (CURB-65 >1): a feasibility study for a randomised controlled trial,Community Acquired Pneumonia; <br>Community Acquired Pneumonia;Infection - Other infectious diseases;Respiratory - Other respiratory disorders / diseases,im,2019-05-01T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,No,Treatment,Non industry,140,No,No,Yes,NA,NA,NA,NA,NA,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Efficacy;,FALSE,FALSE,2019-02-20T00:00:00Z,Phase 2,Vitamin C in Community Acquired Pneumonia: A pilot study,New Zealand,University of Otago,"Vitamin C: Intravenous infusion of 2.5 g /8 hours will be started as soon as possible, but not later than 72 hours after hospital admission and within 24 hours of the documentation of a community acquired pneumonia CURB-65 severity score >1. <br>Intravenous vitamin C will be provided while the patient is receiving intravenous antimicrobial therapy and will continue until the patient is changed to oral antimicrobial therapy or for a maximum of 7 days. <br>Following the cessation of intravenous vitamin C therapy the patient will receive a further 7 days of oral vitamin C at a dose of 1 g (2 x 500 mg chewable tablets) three times per day. This may be administered via nasogastric tube if the patient cannot swallow.<br>The intravenous infusion of vitamin C will be made up by the attending nurse just prior to administering the agent. Five milliliters of a 500 mg/mL vitamin C IV solution (2.5 g total dose) will be drawn up and added to a 100 mL bag of normal saline and will be administered over a 20-30 minute period. A new solution will be made up and administered every 8 hours while the patient is on intravenous antimicrobial therapy or for a maximum of 7 days.<br>Participants will receive vitamin C for a minimum of 8 days and a maximum of 14 days."
ACTRN12619000305123,https://anzctr.org.au/ACTRN12619000305123.aspx,"Can loss of response to the gut hormone, glucose-dependent insulinotropic polypeptide (GIP), be reversed in type 2 diabetes?",Type 2 diabetes mellitus; <br>Type 2 diabetes mellitus;Metabolic and Endocrine - Diabetes,main,2019-04-15T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,No,Treatment,Non industry,36,No,Yes,No,NA,NA,NA,NA,NA,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Efficacy;,FALSE,FALSE,2019-02-27T00:00:00Z,Phase 1,"Can loss of response to the gut hormone, glucose-dependent insulinotropic polypeptide (GIP), be reversed in type 2 diabetes?",Australia,University,"Following enrolment (within 1-2 weeks), each subject will be randomised to 12 weeks treatment with capsules containing sitagliptin (100 mg daily) or matching placebo (table salt), in a double-blind parallel design, facilitated by the Royal Adelaide Hospital Pharmacy. During each of weeks 1 and 12, they will attend the laboratory twice for intraduodenal infusion studies, 2-5 days apart.<br>On each study day, a silicone rubber catheter will be inserted through an anaesthetised nostril into the stomach, and be positioned with the infusion port located 12 cm below to the pylorus (in the duodenum). An intravenous cannula will be placed into a vein of each forearm for hyperglycaemic clamping and infusion of the GIP antagonist GIP(3-30)NH2 and blood sampling, respectively.<br>After correct positioning of the intraduodenal catheter, a hyperglycaemic clamp will be maintained at 15 mmol/L from t = 0 to 270 min. This is achieved by intravenous administration of an initial bolus of 25% dextrose, followed by a 25% dextrose infusion at a rate adjusted according to blood glucose concentrations measured every 5 min. Concurrently, a solution of 100 units of insulin, made up to 500 ml with Gelofusine to yield a final concentration of 0.2 IU/ml, will also be infused intravenously at rates according to a sliding scale used in previous similar studies. An IV infusion of the GIP antagonist GIP(3-30)NH2 at the rate of 800 pmol/kg/min, or saline control, will run from t = 30 to 270 min. Intraduodenal glucose will be infused at 2 kcal/min from t = 90 to 190 min.  <br>During the 12 week intervention, subjects will keep a daily diary for study medication, receive a fortnightly telephone call to reinforce compliance and document any adverse effects, and visit our centre in weeks 4 and 8 to return any unused medication, receive the next 4 weeks‚Äö√Ñ√¥ supply and undergo repeated physical examinations and assessment of liver and renal function.<br>"
ACTRN12619000391178,https://anzctr.org.au/ACTRN12619000391178.aspx,"A bioequivalence study of two pharmaceutical preparations of Amfepramone 75mg in healthy volunteers, to assessment the interchangeability of the pharmaceutical preparations",Obesity.; <br>Obesity.;Diet and Nutrition - Obesity,main,2017-02-03T00:00:00Z,Yes,Yes,Yes,No,ANZCTR,Phase 3,No,No,Yes,No,No,No,No,Other,Industry,30,No,Yes,No,NA,NA,NA,NA,NA,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Crossover;Type of endpoint: Bio-equivalence;,FALSE,FALSE,2019-03-12T00:00:00Z,Phase 3,"A bioequivalence study of two pharmaceutical preparations of Amfepramone 75mg in healthy volunteers, to assessment the interchangeability of the pharmaceutical preparations",Mexico,"Investigaci‚àö‚â•n Farmac‚àö¬©utica, S.A. de C.V.","Test and Reference drugs, in a single oral dose (75 mg) in 2 periods under fasting conditions and 2 periods under food conditions From the signing of the informed consent to the medical discharge<br><br>Test drug: Amfepramone<br>Reference drug: Neobes Amfepramone<br><br>The study includes two designs (fasting and food) with two periods each of approximately 36 hours of internment and a post-discharge sample taking of 48 hours, in each period of both designs. Between each internment there are a period of 2 weeks of washout.<br><br>The study begins with two periods under fasting conditions (2x2x2 design under fasting conditions). After a previous fast of at least 10 hours, the sample of time 0.00 will be obtained. Next, 75 mg of amfepramone will be administered, orally with 250mL of water at room temperature.<br><br>Subsequently, the design of two periods in post-prandial conditions will be continued (2x2x2 design with food). After a previous fast of 10 hours, the sample of time 0.00 will be obtained. Likewise, 30 minutes before dosing, each research subject will receive a standard breakfast; the research subjects will have 30 minutes to finish all the breakfast and immediately afterwards the medication will be administered orally, with 250mL of water.<br><br>Breakfast is high in calories (approximately 923 kcal: 506.19 kcal fat, 241.51 kcal carbohydrate, 175.3 kcal protein) and high in fat (aprosoimadamente 54.8%).<br><br>The staff of the clinical pharmacology center is responsible for the preparation and dispensing of medicines (test or reference) must wear protective glasses, gloves, gown. the medication must always keep its identification label (container label). The study coordinator must verify that the data on the label of the medication container correspond to those of the research subject to whom the medication is delivered. The medical collaborator indicates to the research subjects when they should ingest the medication. The clinical collaborator verifies t"
ACTRN12619000423112,https://anzctr.org.au/ACTRN12619000423112.aspx,STimulating ß3 Adrenergic Receptors to improve change in exercise performance on a graded treadmill  in patients with Peripheral Arterial Disease.,Peripheral Arterial Disease; <br>Peripheral Arterial Disease;Cardiovascular - Diseases of the vasculature and circulation including the lymphatic system,main,2019-03-14T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,Yes,Treatment,Non industry,100,No,Yes,No,NA,NA,NA,NA,NA,Purpose: Treatment; Allocation: Randomised controlled trial;,FALSE,FALSE,2019-03-14T00:00:00Z,Phase 2,The STAR-PAD trial is testing a new treatment for Peripheral Arterial Disease (PAD).,Australia,North Sydney Local Health District,"(1) Initial therapy with Mirabegron (50 mg/day) for 12 weeks.<br>-Mirabegron (produced by Astellas Pharmaceuticals) is a film-coated prolonged release oral tablet and it will be administered at a dose of 50 mg/day. <br>OR<br>(2) Placebo <br><br>Strategies used to monitor adherence to the intervention:<br>-At 4 weeks and 12 weeks participants will be self-reporting medication adherence (patient diary). <br>-Participants will be instructed to return unused capsules at 12 weeks and returned capsules will be counted by the study team and returned to Pharmacy department at RNSH<br>-Blood tests through the whole study (Screening, baseline, Week 4, Week 12).<br><br>"
ACTRN12619000437167,https://anzctr.org.au/ACTRN12619000437167.aspx,A Study to Evaluate the Effect of AB-506 on the Single Dose Pharmacokinetics of an Oral Contraceptive in Healthy Female Subjects,Chronic Hepatitis B Infection (CHB) ; <br>Chronic Hepatitis B Infection (CHB) ;Infection - Other infectious diseases;Reproductive Health and Childbirth - Contraception,main,2019-05-16T00:00:00Z,No,Not applicable,No,Yes,ANZCTR,Phase 1,No,No,No,No,No,Yes,No,Treatment,Industry,32,No,Yes,No,No,No,No,No,No,Purpose: Treatment; Allocation: Non-randomised trial; Masking: Open (masking not used);Assignment: Single group;Type of endpoint: Pharmacokinetics;,FALSE,FALSE,2019-03-18T00:00:00Z,Phase 1,A study to investigate the effect of AB-506 on Single Dose Pharmacokinetics of an Oral Contraceptive in Healthy Female Subjects,Australia,Arbutus Biopharma Corporation,"This study will consist of 2 treatment periods. A popular choice among women of child-bearing potential is a monophasic oral contraceptive combination containing a fixed dose of 3 mg drospirenone (DRSP) and 0.02 mg ethinyl estradiol (EE). The study will be conducted in approximately 32 subjects. In Period 1, healthy female subjects will receive a single dose of DRSP/EE on Day 1, administered as oral tablet, followed by a washout of 5 days. In Period 2, subjects will receive AB-506 400 mg, administered as oral tablet, once daily for 13 days, with a single oral dose of DRSP/EE (same dose as Day 1) co-administered on Day 15. The duration of the study will be approximately 7 weeks, including the screening period. Subjects will take their study drug in the presence of study staff. Compliance will be confirmed by a mouth check after dosing."
ACTRN12619000583145,https://anzctr.org.au/ACTRN12619000583145.aspx,"A Phase II, Signal-Seeking Trial of the Clinical Benefit Rate Associated with Pamiparib in Subjects with Germline or Somatic BRCA1/2 High Grade Serous Ovarian Cancer or carcinosarcoma who have progressed on P-gp substrate chemotherapy or PARP inhibitors with the Presence of an ABCB1 Fusion and the Absence of a BRCA1/2 Reversion",High Grade Serous Ovarian Cancer;Carcinosarcoma; <br>High Grade Serous Ovarian Cancer <br>Carcinosarcoma;Cancer - Ovarian and primary peritoneal,main,2019-08-15T00:00:00Z,No,Not applicable,No,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,Yes,Treatment,Non industry,40,No,Yes,No,No,No,No,No,No,Purpose: Treatment; Allocation: Non-randomised trial; Masking: Open (masking not used);Assignment: Single group;Type of endpoint: Efficacy;,FALSE,FALSE,2019-04-15T00:00:00Z,Phase 2,"A Phase II, Signal-Seeking Trial of the Clinical Benefit Rate Associated with Pamiparib in Subjects with Germline or Somatic BRCA1/2 High Grade Serous Ovarian Cancer or carcinosarcoma who have progressed on P-gp substrate chemotherapy or PARP inhibitors with the Presence of an ABCB1 Fusion and the Absence of a BRCA1/2 Reversion",Australia,Australia New Zealand Gynaecological Oncology Group,"A phase 2 study, single group assignment.<br>Participants have been categorised into two cohorts upon registration into the study. Each cohort is defined as the following:<br>- Cohort 1: Participants registered to the study who have had most recent treatment with substrate-PARPi. Patients n=20 <br>- Cohort 2: Participants registered to the study who have had most recent treatment with chemotherapy. Patients n=20<br><br>Experimental drug is Pamiparib (BGB-290)<br>60 mg of Pamiparib (3 capsules of 20mg) will be administered orally twice a day, once in the morning and once in the evening continuously in 28 day cycles.<br><br>Patients will remain on treatment until progressive disease, unacceptable toxicity, patient discontinuation/withdrawal or at the discretion of the investigator. Patients who discontinue treatment due to progressive disease will be followed for survival only and patients who discontinue treatment for other reasons will be followed for progression and survival.<br><br>Patients can be on treatment continuously until 3 years after the last patient has commenced treatment. This equates to an average of 3 to 5 years for the purpose of this study<br><br>A patient diary will be used to monitor adherence to the study drug Pamiparib. <br><br>"
ACTRN12619000611123,https://anzctr.org.au/ACTRN12619000611123.aspx,Lyophilised Oral Faecal Microbiota Transplantation in the Management of Ulcerative Colitis - a double-blind randomised controlled trial,Ulcerative Colitis; <br>Ulcerative Colitis<br>;Oral and Gastrointestinal - Inflammatory bowel disease,main,2019-08-01T00:00:00Z,Yes,Yes,Yes,Yes,ANZCTR,Phase 2,No,No,No,No,No,Yes,Yes,Treatment,Non industry,64,No,Yes,No,NA,NA,NA,NA,NA,Purpose: Treatment; Allocation: Randomised controlled trial; Masking: Blinded (masking used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2019-04-24T00:00:00Z,Phase 2,Lyophilised Oral Faecal Microbiota Transplantation in the Management of Ulcerative Colitis -(LOTUS Study),Australia,The University of Sydney,"Orally administered encapsulated lyophilised faecal microbiota transplantation administered daily over a period of 8 weeks. Given the nature of FMT, the dose of FMT will vary.<br>-Participants will be contacted weekly to check compliance and for further reminders and arranged unused product return."
ACTRN12619000617167,https://anzctr.org.au/ACTRN12619000617167.aspx,A randomised trial to compare level of protection afforded by two different influenza vaccination strategies in patients following autologous haematopoietic stem cell transplantation,autologous haematopoietic stem cell transplantation (autoHSCT);influenza;myeloma;lymphoma; <br>autologous haematopoietic stem cell transplantation (autoHSCT) <br>influenza <br>myeloma <br>lymphoma;Cancer - Myeloma;Infection - Other infectious diseases;Cancer - Lymphoma (non Hodgkin's lymphoma) - High grade lymphoma,im,2019-05-06T00:00:00Z,Yes,Yes,No,Yes,ANZCTR,Phase 3,No,No,No,No,No,Yes,No,Prevention,Non industry,70,Yes,Yes,No,No,No,No,No,No,Purpose: Prevention; Allocation: Randomised controlled trial; Masking: Open (masking not used);Assignment: Parallel;Type of endpoint: Safety/efficacy;,FALSE,FALSE,2019-04-26T00:00:00Z,Phase 2 / Phase 3,Stem cell transplant influenza vaccination strategies,Australia,Peter MacCullum Cancer Institute,"Influenza vaccination (intramuscular injections) comparing a new two dose strategy using the trivalent high dose influenza vaccine (HD) followed by a second dose of quadrivalent standard dose (SD) influenza vaccine one month later (HD-SD, Arm 1) and the current standard two dose strategy of quadrivalent influenza vaccine one month apart (SD-SD, Arm 2). Each dose is a 0.5 mL intramuscular injection into the deltoid muscle. Annual seasonal influenza vaccination is currently recommended for patients following autoHSCT within 12 months of tranpslant. At Peter MacCallum Cancer Centre (PMCC), patients commence a program of re-vaccination at 6 months post-autoHSCT. This includes two doses of seasonal influenza vaccine (separated by 4 weeks) if they have not received this by 6 months post-transplant. Quadrivalent standard dose vaccine (FluQuadri) contains 60 micrograms (¬¨¬µg) haemagglutinin (HA) per 0.5 mL dose in the recommended ratio of 15 ¬¨¬µg HA of each of the four influenza strains. Trivalent high dose vaccine (Fluzone-HD) contains 180 micrograms (¬¨¬µg) haemagglutinin (HA) per 0.5mL dose in the recommended ration of 60(¬¨¬µg) HA of each of the three influenza strains.<br>Throughout the study, patients will be sent a weekly short message service (SMS) asking whether they have experienced an ILI (fever with at least one acute respiratory symptom or sign) in the previous 7 days. Patients will also receive SMS reminders about any follow-up appointments. The use of SMS reminders has been shown to improve retention in research studies. The SMS reminder will include their appointment time and the location. Patients failing to attend their appointment will be contacted by phone to reschedule the appointment."
